"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"前海力拓研发部","大数据及人工智能应用技术...","4k-5k","深圳 ","经验不限","硕士及以上","实习","大数据 | BI | 可视化 | 数据分析","2018-07-24  ","大数据,人工智能,创业公司","一、目前组内有以下几个研究方向：","深圳-南山区-深圳湾-天虹总部大厦1622","2018-08-13 14:46:57"
"顺丰科技有限公司人工智能与应用部","IT项目管理工程师（人工智能）","12k-24k","深圳 ","经验3-5年","本科及以上","全职","项目管理 | PMO | PMP","09:50  ","弹性时间,带薪休假,晋升大,氛围好","岗位职责：","深圳-南山区-深圳湾-软件产业基地1栋B座","2018-08-13 14:47:01"
"不凡商业","记者（智能硬件\互联网\汽...","10k-15k","北京 ","经验3-5年","本科及以上","全职","移动互联网 | 媒体","10:50  ","七险一金,资源丰富,发展空间大,福利好","岗位职责","北京-朝阳区-朝外-泰康金融大厦3206","2018-08-13 14:47:05"
"清华信研院WEB中心","科研助理（人工智能/健康医...","6k-12k","北京 ","经验不限","硕士及以上","全职","助理","11:44  ","人工智能发展潜力无限","1.负责相关科研、项目工作。","北京-海淀区-清华大学-海淀五道口清华大学FIT楼1-311","2018-08-13 14:47:09"
"网易","高级产品经理（音乐内容）-...","15k-30k","杭州 ","经验1年以下","本科及以上","全职","音乐 | 产品设计 | 用户研究","3天前  ","人工智能,网易,产品情怀,高端福利","职位职责：1. 负责人工智能内容方向的产品规划和设计工作2. 负责分析公司内外部需求，协调资源推动产品功能实现，保证项目按时上线3. 负责挖掘目标用户对内容的核心诉求，结合现有人工智能技术设计有市场竞争力的产品4. 负责对国内外相关产业资源进行持续的跟踪和分析，拓宽内容生态和交互方式，打造全新的内容交互体验","杭州-滨江区-秋溢路606号","2018-08-13 14:47:13"
"捷通华声广州分公司","销售经理（人工智能）","10k-20k","广州 ","经验3-5年","本科及以上","全职","软件销售","09:48  ","项目奖金,五险一金,津贴,绩效薪资","职位描述：1.负责公司灵云平台及智能语音、智能客服、智能图像等智能人机交互技术与产品的销售与市场开拓；2.制订切实可行的区域/行业销售拓展策略和计划，用于支撑区域/行业的销售收入的短期和长期快速增长；并定期审核调整，确保销售计划的执行以及区域/行业销售目标的达成；3.不断挖掘客户资源，建立客户渠道，发展新业务，完成既定的销售目标；4.维护和发展客户关系，建立长期、良好、稳固的客户关系体系；5.了解客户需求，为客户提供服务解决方案。","广州-天河区-广东省广州市高唐软件园高普路138号京华信息大楼中座二层","2018-08-13 14:47:19"
"以太创服ASAP","计算机视觉算法工程师（人...","25k-35k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 算法","11:56  ","团队强,资源多,发展前景好","岗位职责：","北京-朝阳区-团结湖-三里屯","2018-08-13 14:47:26"
"北京亚信数据有限公司技术部门","资深/架构师（应用框架）（人...","25k-50k","上海 ","经验5-10年","本科及以上","全职","大数据 | 架构师","2018-08-09  ","人工智能,技术驱业务,运用新技术,技术大牛","岗位描述:","上海-长宁区--愚园路","2018-08-13 14:47:43"
"京东集团AI平台","业务拓展（BD）高级经理（人...","20k-40k","北京 ","经验5-10年","本科及以上","全职","电商","2018-07-20  ","发展空间,战略规划","业务拓展（BD）高级经理（人工智能方向）","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 14:47:57"
"锋创总经办","人工智能首席科学家助理招聘","12k-20k","北京 ","经验3-5年","硕士及以上","全职","前台 | 助理","2018-08-06  ","五险一金,中德合资,人工智能,餐补住房补","人工智能首席科学家助理招聘","北京-海淀区-西北旺-西北旺东路10号院东区1号楼301室","2018-08-13 14:48:01"
"自兴人工智能研发部","人工智能图像处理算法工程师","10k-20k","长沙 ","经验3-5年","本科及以上","全职","人工智能 | 图像处理","2018-07-26  ","国家级项目,专家级团队,行业趋势好,发展空间大","岗位职责：","长沙-岳麓区-麓谷大道658号麓谷信息港A座7楼","2018-08-13 14:48:04"
"冲浪科技","项目助理（人工智能大数据）","5k-10k","北京 ","经验1-3年","学历不限","全职","项目管理 | 数据库 | 大数据","3天前  ","晋升空间,员工福利,五险一金","岗位职责：","北京-海淀区-中关村-西大街中关村创业大街3号楼A","2018-08-13 14:48:08"
"ImageDT图匠数据支撑部","人工智能数据标注文员","2k-4k","广州 ","经验应届毕业生","学历不限","全职","后勤 | 文秘 | 文员","10:17  ","扁平管理","职位职责：","广州-海珠区-琶洲-中洲中心南塔C座2809-11","2018-08-13 14:48:12"
"爱奇艺","高级/资深安全智能算法工程师","20k-35k","上海 ","经验3-5年","本科及以上","全职","信息安全 | 算法 | 数据挖掘","2018-08-07  ","发展前景好","高级/资深安全智能算法工程师","上海-长宁区-漕河泾-临虹路365号中关村虹桥创新中心北区9座爱奇艺创新大厦","2018-08-13 14:48:15"
"极视角销售部","高级销售经理（人工智能）","10k-20k","深圳 ","经验1-3年","大专及以上","全职","销售 | KA","10:26  ","期权激励,行业前景好,免费体检,牛人多","关于极视角✔极视角成立于2015年，  获得天使轮融资；✔截止到2018年初，  获得A轮千万融资；✔上下班无需打卡，弹性工作，健身房、零食一个都不能少；✔有颜值学历高的名校博士研究生团队，团队氛围好到爆；✔ 待遇优厚，期权激励；   人工智能处于全面爆发的前夜，极视角致力成为计算机视觉领域的大咖，如果你是有智有识有梦想的大神，期待加入，一起成长！","深圳-南山区-粤海街道高新区联合总部大厦11楼","2018-08-13 14:48:19"
"网易","智能客服产品经理","15k-25k","杭州 ","经验3-5年","本科及以上","全职","电商 | 产品设计","10:11  ","大平台,专业团队,福利","职位描述：","杭州-滨江区-长河-网商路599号","2018-08-13 14:48:23"
"Xmov","人工智能BD经理/总监","20k-40k","上海 ","经验5-10年","本科及以上","全职","教育 | 游戏 | BD | 商务拓展","2018-07-16  ","明星团队,顶级科学家,顶级风投,期权丰厚","岗位职责:","上海-徐汇区-漕河泾-宜山路700号普天信息产业园B2楼902","2018-08-13 14:48:29"
"云熵研发部","智能聊天机器人开发工程师","10k-20k","深圳 ","经验3-5年","本科及以上","全职","全栈","2018-07-30  ","智能,人机交互,互联网,极客","岗位职责: ","深圳-南山区-科技园-广东省深圳市南山区科技园","2018-08-13 14:48:33"
"七牛云研发部","全栈人工智能产品研发工程师","20k-40k","上海 ","经验5-10年","学历不限","全职","全栈","10:57  ","团队氛围好,技术前沿,福利好","产品职责","上海-浦东新区-张江-亮秀路112号Y1座","2018-08-13 14:48:37"
"电视淘宝","Android开发工程师（智能语...","12k-24k","杭州 ","经验3-5年","本科及以上","全职","Android","1天前  ","五险一金 研发落地","岗位职责","杭州-余杭区-仓前-良睦路999号乐嘉国际2号楼","2018-08-13 14:48:41"
"佳讯飞鸿智能科技研究院","人工智能工程师（视频分析...","20k-30k","北京 ","经验3-5年","硕士及以上","全职","视频 | 算法 | 图像处理 | 深度学习","2018-07-31  ","五险一金,补充医疗,餐补,节日福利","职位描述：","北京-海淀区-北下关-上园村3号交大科技大厦1404-2","2018-08-13 14:48:45"
"北京亚信数据有限公司技术部门","高级架构师（人工智能、大数据）","35k-70k","上海 ","经验10年以上","本科及以上","全职","大数据 | 架构师","2018-08-09  ","技术驱业务,运用新技术,人工智能,技术加管理","职位描述：","上海-长宁区--愚园路","2018-08-13 14:49:03"
"佳都科技商用智能产品事业部","售前技术经理（商用智能产品）","8k-16k","广州 ","经验3-5年","本科及以上","全职","技术支持","3天前  ","五险一金,周末双休,免费食堂","岗位职责：","广州-天河区-棠下-科韵路软件园建工路4号佳都新太大楼","2018-08-13 14:49:09"
"佰仟金融RX","BD(智能穿戴方向)","15k-30k","深圳 ","经验3-5年","本科及以上","全职","销售 | 商务拓展","09:13  ","平台稳定,行业前沿,发展空间大","岗位职责：","深圳-福田区-上梅林-彩田路新浩E都A座2101","2018-08-13 14:49:23"
"捷通华声广州分公司","知识库编辑（人工智能）","7k-10k","广州 ","经验应届毕业生","本科及以上","全职","编辑","09:48  ","五险一金,绩效奖金,报销津贴,节日福利","职位描述：","广州-天河区-广东省广州市高唐软件园高普路138号京华信息大楼中座二层","2018-08-13 14:49:26"
"深圳捷通华声","知识库编辑（人工智能）","5k-10k","深圳 ","经验不限","本科及以上","全职","移动互联网 | 编辑 | 网站编辑 | 企业服务","13:43  ","人工智能,项目奖金,半年调薪,晋升空间大","职位描述：    1.负责智能机器人知识库的建设，保证机器人智能问答的准确率；    2.收集客户的产品与服务知识库等资料，对资料进行整合与编辑；    3.负责知识的优化、运营，参与知识库的逻辑规则建设；    4.整理知识问答库内容，使智能机器人产品更为完善、准确、实用。        任职资格：    1.学历要求：      -毕业于211或985院校、统招本科及以上学历；","深圳-南山区-清华信息港科研楼801","2018-08-13 14:49:32"
"滴滴出行AI Labs","智能客服产品专家(J180623...","25k-50k","北京 ","经验3-5年","本科及以上","全职","产品设计 | 产品策划","2018-08-09  ","广阔平台、急速成长、诱人福利",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 14:49:39"
"YIDATEC","AI（人工智能）数据审核员","4k-5k","深圳 ","经验1年以下","大专及以上","全职","视频 | 客服","2018-08-09  ","免费班车,免费早餐,六险一金,绩效+津贴","岗位要求","深圳-南山区-白石洲-飞亚达大厦","2018-08-13 14:49:43"
"MXCHIP业务部","商务拓展经理（人工智能方...","8k-15k","上海 ","经验1-3年","本科及以上","全职","大客户销售 | 代理商 | 市场拓展","2018-08-07  ","发展空间大,行业前景好,福利好","岗位职责：1、专注于人工智能方案，负责华南/华东的客户开拓、维护和管理，完成销售指标","上海-普陀区-长征-金沙江路2145弄5号9楼","2018-08-13 14:49:47"
"数絮编辑部","人工智能新媒体编辑","10k-18k","北京 ","经验不限","本科及以上","全职","编辑 | 记者 | 内容 | 科技","2018-07-25  ","气氛自由,团队小,不打卡,可深入行业","1，协助运营人工智能/计算机科学领域的新媒体，根据领域内的重大事件和科研进展策划、更新内容；","北京-朝阳区-光华路soho","2018-08-13 14:49:54"
"小弦科技","人工智能产品销售经理","4k-8k","武汉 ","经验不限","学历不限","全职","教育 | 大数据 | 销售 | 客户代表 | 软件销售 | 电话销售","2018-08-04  ","人工智能,大牛合伙,期权股份,创新驱动","【岗位职责】","武汉-洪山区-关山-学府佳园三区四栋六单元门铃101#","2018-08-13 14:49:58"
"百度","云与人工智能运维研发工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","运维 | Linux | Openstack | 监控","3天前  ","百度云","工作职责","北京-海淀区-西北旺-百度科技园","2018-08-13 14:50:02"
"广联达科技广联达科技股份有限公司","高级技术架构师（人工智能、...","35k-60k","上海 ","经验10年以上","本科及以上","全职","大数据 | 人工智能 | 架构师","2018-07-20  ","试用期全薪,工作氛围好,各种团建,管理规","岗位职责:1、负责平台云端核心技术架构设计，特别是领域数据模型架构以及微服务架构，确保整个平台构建在坚实的数据架构基石之上；2、设计和架构数据智能相关基础设施，通过BIM，大数据和人工智能技术在地产精装业务里实现数据智能应用；3、协助产品的核心功能代码开发；4、跨团队沟通协作，集成所需第三方产品功能，确保整体产品功能满足用户需求，合理设计各产品和服务的集成交互接口。","上海-闵行区-上海市闵行区虹桥正荣中心","2018-08-13 14:50:06"
"清数","分析师/投资经理（大数据与...","8k-15k","北京 ","经验不限","本科及以上","全职","大数据 | 数据分析 | BI | 商业","2018-08-09  ","公司平台好,发展空间大,扁平化管理,五险一金","职责:","北京-海淀区-清华大学-双清路30号学研大厦","2018-08-13 14:50:11"
"讯码科技销售部","销售代表（智能家居类产品）","5k-10k","广州 ","经验3-5年","大专及以上","全职","销售","11:23  ","待遇优,福利全,领导好,环境赞","福利待遇：","广州-番禺区-大学城-青蓝街26号数字家庭基地研发楼3层","2018-08-13 14:50:14"
"顺丰科技有限公司人工智能与应用部","Golang开发工程师（人工智...","15k-30k","深圳 ","经验3-5年","本科及以上","全职","云计算 | GO | Java | Python | 云计算","09:50  ","弹性时间,带薪休假,晋升大,氛围好","岗位职责：","深圳-南山区-深圳湾-软件产业基地1栋B座","2018-08-13 14:50:18"
"小弦科技","人工智能产品销售经理","3k-6k","武汉 ","经验不限","学历不限","全职","教育 | 大数据 | 电话销售 | 地推 | 销售 | 软件销售","2018-08-04  ","人工智能,大牛合伙,期权股份,创新驱动","【岗位职责】","武汉-洪山区-关山-学府佳园三区四栋六单元门铃101","2018-08-13 14:50:32"
"聚蜂智能研发部","人工智能机器学习图片标示...","3k-5k","深圳 ","经验不限","大专及以上","全职","项目管理 | 过程管理","2018-08-01  ","股票期权,投资人热捧,大牛团队,水果下午茶","岗位职责：","深圳-南山区-科技园-留学生创业大厦一期902","2018-08-13 14:50:39"
"深思考人工智能机器人技术部","Java工程师（人工智能项目...","13k-25k","北京 ","经验3-5年","本科及以上","全职","Java","09:56  ","AI项目,技术型公司,发展空间,重视技术","工作职责：","北京-海淀区-上地-上地信息路12号中关村发展大厦B座203","2018-08-13 14:50:44"
"迈外迪人工智能研究院","嵌入式工程师（人工智能研...","13k-25k","北京 ","经验不限","本科及以上","全职","人工智能 | 新零售 | 计算机视觉 | 模式识别","2018-08-06  ","工作氛围好,自主创新强,知识技术新,成长空间大","岗位职责：","北京-朝阳区-百子湾-官庄路迈外迪办公楼2-4层","2018-08-13 14:50:47"
"合一智芯","智能加速芯片-架构工程师（...","13k-16k","北京 ","经验不限","本科及以上","全职","电子/半导体/集成电路 | 智能硬件 | C++ | C | Linux/Unix | 架构师","2018-08-04  ","深度学习硬件设计核心技术",,"北京-海淀区-中关村-北京市海淀区智造大街F座608","2018-08-13 14:50:51"
"智汇研究院销售部","销售工程师（智能机器人）","4k-6k","天津 ","经验1-3年","大专及以上","全职","销售 | 技术支持","09:15  ","双休年假,地铁周边,福利齐全,人工智能","1、大专以上学历，理工类相关专业；","天津-南开区-白堤路-慧谷大厦2413","2018-08-13 14:50:56"
"滴滴出行AI LABS","智能客服产品经理","20k-40k","北京 ","经验3-5年","本科及以上","全职","移动互联网 | 需求分析 | 用户研究 | 产品设计 | 产品策划","3天前  ","团队氛围好,技术大牛多,福利好","岗位职责","北京-海淀区-西北旺-中关村软件园19号楼钻石大厦B座","2018-08-13 14:50:59"
"搜狗语音交互技术中心","智能对话-后端(C++)高级开...","20k-40k","北京 ","经验不限","硕士及以上","全职","广告营销 | Java | 数据挖掘 | 算法","2018-07-18  ","公司重点项目，弹性工作","岗位说明：","北京-海淀区-中关村-中关村东路1号院清华科技园8号楼启迪科技大厦D座22层","2018-08-13 14:51:03"
"中信银行信用卡中心大数据中心","人工智能岗(NLP方向)","20k-40k","深圳 ","经验3-5年","硕士及以上","全职","大数据","2018-08-08  ","银行编制,核心岗位,薪酬福利好","职位描述：","深圳-罗湖区-笋岗-笋岗路中民时代广场A座","2018-08-13 14:51:06"
"一号互联销售部","销售经理（人工智能）","8k-16k","广州 ","经验1-3年","大专及以上","全职","广告营销 | 云计算 | 销售 | 客户代表 | KA","2018-08-09  ","AI,机器人,多金,蓝海","职位描述：","广州-天河区-珠江新城-黄埔大道西76号富力盈隆1512","2018-08-13 14:51:11"
"传神","渠道销售（儿童智能产品）","13k-18k","北京 ","经验3-5年","大专及以上","全职","智能硬件 | 营销 | 渠道分销","09:32  ","工作环境,薪酬待遇","职位诱惑：","北京-朝阳区-三环中路39号建外SOHO西区18号楼17F","2018-08-13 14:51:15"
"南京云问市场部","人工智能产品销售顾问","10k-20k","南京 ","经验1-3年","大专及以上","全职","大数据 | 银行 | 销售 | 客户代表","2018-07-30  ","前景好,档次高,客户素质高,提成高","岗位职责：公司产品销售业绩一直很不错","南京-江宁区-开发区-紫金研创中心","2018-08-13 14:51:19"
"灵声机器人","销售专员-AI智能语音机器人","6K-12K","深圳 ","经验不限","学历不限","全职","销售 | 客户代表","2018-07-22  ","蓝海新兴行业、高收入高提成、个人发展空间","蓝海新兴行业、高收入高提成、个人发展空间","深圳-龙岗区-坂田-城市山海中心C栋315室（杨美地铁站B出口）300米","2018-08-13 14:51:24"
"中国电信增值业务运营中心","产品策划（智能语音导航、文...","10k-14k","北京 ","经验3-5年","本科及以上","全职","高级 | 产品经理 | 语义理解 | 人工智能 | 语音识别","2018-07-22  ","国企、人工智能","（一）主要职责","-杏石口99号","2018-08-13 14:51:34"
"星关系人工智能部","人工智能自然语言处理工程...","7k-14k","郑州 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | NLP","01:49  ","人工智能,明星多","职位描述：","郑州-高新区-河南省郑州市高新区科学大道57号郑州中原国家广告产业园","2018-08-13 14:51:38"
"小弦科技","人工智能产品销售专员","3k-6k","武汉 ","经验1-3年","学历不限","全职","大数据 | 教育 | 销售 | 软件销售 | 电话销售 | 地推","2018-08-03  ","人工智能,大牛合伙人,股票期权","【岗位职责】","武汉-洪山区-关山-学府佳园三区四栋六单元门铃101","2018-08-13 14:51:53"
"堂仁翔科技销售部","人工智能创客机器人销售","4k-8k","北京 ","经验不限","大专及以上","全职","教育 | 智能硬件 | 销售 | 客户代表 | 区域销售 | 大客户销售","2018-08-07  ","高提成,升值空间大,五险一金","职位描述岗位职责：1、快速了解并熟悉公司的产品和推广策略及其他销售工作的要求；2、整理完善所负责区域的客户资料并收集潜在的客户；3、负责创客套件、机器人套件、人工智能套件、服务机器人、无人巡检车等公司产品的开发销售，了解客户需求，对意向客户进行拜访；4、为客户提供专业的产品咨询及优质服务，提供满足客户的解决方案 ；5、维护现有客户并开发新项目，负责项目招投标工作。6、负责项目运作的各个环节，对客户的公关谈判、项目报价、项目执行过程等事宜；7、负责销售合同的处理与签订，按时回收项目款，控制垫款、压款金额；8、配合团队技术支持人员及时解决客户问题。9、完成上级领导交给的任务，配合销售经理完成本部门的销售任务；任职要求：1、了解创客、机器人、人工智能行业，热爱销售行业，喜欢用实力和业绩来挑战高薪；2、对创客、机器人、人工智能领域有较强的兴趣；3、为人踏实肯干，吃苦耐劳者优先；4、有良好的技巧和语言表达能力，对待工作认真，具备很强的学习能力，积极乐观有团队精神。5、在自动化行业、科研行业有经验优先。6、有机器人使用经验优先。7、 接受毕业生，自动化、机械、机电背景优先。8、 有机器人销售经验优先。主要接触行业：1、学校（幼儿园、小学、中学、大学、科研院所）、培训机构等 2、银行、税务、酒店、旅游、科技馆等3、国家电网、地下管廊等","北京-海淀区-牡丹园-北京市海淀区花园北路14号环星大厦A座8层888号","2018-08-13 14:51:56"
"百度智能云技术三部","智能云技术三部_大客户技...","15k-30k","北京 ","经验不限","本科及以上","全职","电商 | 直播 | 运维 | Linux","2018-07-18  ","平台大,机会多","工作职责：","北京-海淀区-马连洼-百度科技园","2018-08-13 14:52:03"
"同花顺AI人工智能事业部","AI人工智能-运营专员（客服...","5k-7k","杭州 ","经验应届毕业生","本科及以上","全职","金融 | 运营","2018-08-01  ","17薪,人工智能,互联网金融,免费中晚餐","国内第一家互联网金融信息服务行业上市公司、2009年深交所上市、目前公司员工3000人+、齐全的产业线（2B、2C均有涉及）、注册用户3.1亿+、月活量3000万+；","杭州-余杭区-荆长大道同顺街18号","2018-08-13 14:52:09"
"腾讯无线研发部","MIG03-高级智能创新产品测...","18k-36k","深圳 ","经验3-5年","本科及以上","全职","测试 | 自动化","11:11  ","大平台,AI",,"深圳-南山区-科技园-大族科技中心","2018-08-13 14:52:15"
"广发证券信息技术部","量化策略工程师（大数据与...","35k-55k","深圳 ","经验3-5年","硕士及以上","全职","大数据 | 金融 | 数据挖掘","2018-07-18  ","牛人多,环境好,季度奖,年终奖","注：此职位非传统“量化研究员”角色，综合了量化投研、大数据与人工智能等职责。","深圳-南山区-后海-中洲控股大厦","2018-08-13 14:52:19"
"同花顺智能客服部","AI产品经理（智能客服项目）","10k-20k","杭州 ","经验1-3年","本科及以上","全职","产品设计","10:34  ","上市公司,AI项目,导师制,免费中晚餐","岗位职责:1.负责智能客服业务相关产品规划及设计，完成用户需求调研、使用行为分析，制定产品发展策略以及发展路线。2.根据产品业务方向，输出竞品分析、业务流程、产品功能设计等解决方案，输出高质量产品输出文档；3.以产品为中心，高效推动商务、设计、技术、运营工作，确定产品按时、保质上线；4.能够结合公司AI能力，进行产品创新、制定产品长短期计划；完成产品设计、产品效果跟进、产品迭代等全过程工作；5.参与人工智能产品的对外合作、协调及沟通，收集市场信息，结合市场信息及客户需求及时调整产品规划；6.关注人工智能及客服行业动态，结合公司技术特点制定产品规划及产品拓展服务。任职资格:1.本科及以上学历，1年及以上互联网产品或者AI相关产品经验，有智能客服产品经验优先；2.对AI技术前沿有敏锐的洞察力，喜欢挑战和尝试，学习能力强，数据敏感，对用户产品体验敏感；3.具备产品宏观视角，具备良好的产品规划能力，良好的数据分析和挖掘能力；4.洞察用户的差异化需求，制定通用业务、产品解决方案；5.有成熟的产品设计能力，熟练使用sketch、auxre等产品原型设计经验，同时具备PC端、移动端产品设计经验者优先；6.对于垂直行业有一定洞察，熟悉行业生态、相关企业业务流程；7.优秀的沟通和解决问题的能力，有较强的逻辑思维能力，以终为始，指引团队探索未知、克服各种限制，达成既定目标。","杭州-余杭区-杭州市余杭区文一西路荆常大道交叉口同花顺新大楼","2018-08-13 14:52:22"
"360IOT","智能硬件","25k-50k","北京 ","经验5-10年","本科及以上","全职","智能硬件 | 用户研究 | 智能硬件","2018-08-08  ","公司平台大,福利好,有班车,有食堂","岗位职责:","北京-朝阳区-酒仙桥-酒仙桥路6号院（电子城•国际电子总部）","2018-08-13 14:52:27"
"小米人工智能云平台","视觉设计实习生（人工智能...","3k-4k","北京 ","经验不限","本科及以上","实习","广告营销 | 视觉 | UI","3天前  ","大平台,学习机会",,"北京-海淀区-清河-小米","2018-08-13 14:52:31"
"商道卓越有限公司研发部","人工智能（图像识别）应届生","9k-15k","深圳 ","经验应届毕业生","大专及以上","全职","图像处理 | 深度学习","2018-08-08  ","绩效奖,项目奖,五险一金,生日福利",,"深圳-宝安区-西乡-深圳市宝安区西乡蚝业雅苑写字楼205西乡地铁A口","2018-08-13 14:52:35"
"字节跳动","AI标注实习生","2k-3k","北京 ","经验不限","本科及以上","实习","审核","13:13  ","弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，团队氛围好",,"北京-海淀区-北京市海淀区丹棱街1号互联网金融中心","2018-08-13 14:52:42"
"Yi+","智能终端行业销售经理","15k-30k","北京 ","经验3-5年","本科及以上","全职","销售","2018-08-09  ","年底双薪,奖金提成,弹性工作制,晋升通道","【岗位职责】：","北京-海淀区-中关村-丹棱街6号","2018-08-13 14:52:53"
"义语智能市场","智能玩具销售经理（深圳）","8k-15k","深圳 ","经验1-3年","大专及以上","全职","销售 | 电子/半导体/集成电路","2018-08-09  ","待遇好,不坐班","职位描述：","深圳-南山区-前海-玩具","2018-08-13 14:52:59"
"京东集团","风险策略分析师","15k-30k","北京 ","经验5-10年","本科及以上","全职","电商 | 金融 | 数据分析","10:26  ","五险一金,周末双休,班车上班,每日餐补","岗位职责： 负责京东商城恶交易风控识别及处理环节的策略数据分析、风险案分析及交易风控策略的设计、验证、监控、优化等一系列管理工作。1.根据公司业务发展以及风控能力提升的需要，规划风控系统策略管理的整体发展，推动系统策略管理工具的升级；2.充分理解业务风控需求，以数据分析为基础，制定与优化符合公司战略、业务诉求、客户体验的风控识别策略；3.承担交易风控策略识别数据监控、分析，通过异常数据的深度分析，及时发现潜在风险并向业务提出决策建议或策略调优；4.风险案件深度挖掘、分析，洞察风控用户下单行为特征，快速调整识别策略并推动风控产品升级迭代；5.通过策略分析流程梳理，推动搭建系统自动化分析工具，提升策略分析效率，快速响应与解决业务风控痛点。任职要求：1.计算机（机器学习、人工智能等方向）、数学、统计、信息技术、计量分析本科或硕士以上学历；2.两年或以上互联网、电商、零售或金融等行业，从事交易风控管理、数据分析等工作经验优先；3.熟练使用SQL，至少可以使用Python、R、SAS其中一款软件进行建模或数据分析；4.认同电商风控理念，拥有优秀的沟通能力和团队协作能力，强烈的责任感与自驱力，可独立并积极解决各种困难； 5.思维敏捷，能快速理解业务方意图，有丰富的数据分析、挖掘的经验，可快速响应业务、政策、产品迭代需求。","北京-大兴区-科创十一街经海路京东总部大厦","2018-08-13 14:53:05"
"平安人寿寿险总部系统运营与安全部","资深人工智能运维工程师","13k-26k","深圳 ","经验3-5年","本科及以上","全职","大数据 | 运维 | Hadoop | Linux | Oracle","2018-08-01  ","待遇高,福利好,大平台","工作职责：","深圳-福田区-岗厦-福华路星河发展中心大厦","2018-08-13 14:53:09"
"腾讯客户服务部","智能客服产品经理","10k-20k","深圳 ","经验3-5年","本科及以上","全职","产品设计 | 交互设计","3天前  ","大平台,行业前沿,发展机会大,薪酬福利好","【岗位职责】","深圳-南山区-科技园-高新园飞亚达大厦","2018-08-13 14:53:26"
"同花顺","NLP算法研究员-智能客服项目","15k-25k","杭州 ","经验1-3年","本科及以上","全职","算法 | 机器学习","2018-08-06  ","人工智能,前景广阔,技术大牛,小而美团队","岗位职责：","杭州-余杭区-同顺路18号","2018-08-13 14:53:30"
"字节跳动","头条实验室算法科学家-自...","30k-60k","上海 ","经验1-3年","本科及以上","全职","NLP","11:27  ","弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，团队氛围好，五险一金",,"上海-徐汇区-上海市徐汇区田林路130号氪空间","2018-08-13 14:53:35"
"京东集团商业提升事业部","【京东广告】反作弊算法工程...","15k-30k","北京 ","经验1-3年","硕士及以上","全职","电商 | 广告营销 | 算法 | 数据分析","10:50  ","平台大,发展快,机会多,待遇好","【职位描述】1，负责京东在线营销和广告的虚假流量点击反作弊、虚假和劫持订单的识别、基于大数据的各类反欺诈等工作2，研发大数据挖掘、机器学习、深度学习、无监督学习等技术，解决电商和广告领域内的风控问题3，研究最新的AI人工智能算法，将其引入电商和广告反欺诈领域，并不断调优效果【职位要求】1，计算机、数学及相关专业，硕士以上学历2，熟悉数据挖掘、机器学习、深度学习相关的算法，能熟练运用分类、回归等模型解决各类问题3，熟悉异常检测、无监督/半监督学习的常用算法4，熟悉c/c++，python等语言，有良好的编程风格5，较强的学习能力，良好的沟通合作精神6，熟悉spark、mapreduce等分布式系统的加分，熟悉tensorflow等机器学习平台的加分7，有广告、金融、电商等领域反作弊经验的加分【企业介绍 】京东是自营电商的行业top1，发展趋势远超行业大盘广告部作为京东核心盈利部门，支撑公司业务的高速发展公司提供良好的办公环境，建立了完善的福利制度，互联网行业领先，工作地点在北京广告部主要成员均来自百度、腾讯、雅虎等业界知名公司，有着丰富的互联网广告从业经验部门技术能力强劲，吸引了各领域专家，渴求优秀技术人才加入","北京-朝阳区-大屯-北辰世纪中心A座","2018-08-13 14:53:42"
"顺丰科技有限公司人工智能与应用部","Python开发工程师（人工智...","15k-30k","深圳 ","经验3-5年","本科及以上","全职","云计算 | Python | 云计算","09:50  ","弹性时间,带薪休假,晋升大,氛围好","岗位职责：","深圳-南山区-深圳湾-软件产业基地1栋B座","2018-08-13 14:53:48"
"第四范式推荐业务部","互联网业务线商务经理","15k-30k","北京 ","经验3-5年","学历不限","全职","云计算 | 移动互联网 | 大客户销售 | 电话销售 | 软件销售 | 客户代表","13:53  ","高薪资,高提成,五险一金,福利好","职责描述：","北京-海淀区-上地-上地街道信息路18号上地创新大厦4层4007第四范式","2018-08-13 14:53:52"
"星舆科技","人工智能硬件技术总监","35k-70k","广州 ","经验1-3年","博士及以上","全职","汽车 | 视频 | 软件开发","09:26  ","行业前景好","人工智能硬件技术总监","广州-天河区-平云路广电科技大厦301自编5号","2018-08-13 14:53:56"
"中国金融认证中心开发部","Java高级软件开发工程师（...","10k-20k","北京 ","经验不限","本科及以上","全职","电商 | Java | 软件开发","2018-08-09  ","大型国企，快速成长，年轻团队，扁平化管理","岗位职责：","北京-大兴区-马驹桥-亦庄开发区科创十四街20号院2号楼","2018-08-13 14:54:00"
