"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"云知声AI Labs",".语音识别算法研究员 - 唤醒","15k-30k","北京 ","经验应届毕业生","硕士及以上","全职","C++ | Python | 算法 | 机器学习","14:38  ","技术大牛,福利好,环境好","工作要求：","北京-朝阳区-太阳宫-太阳宫中路16号院1号楼冠捷大厦12层","2018-08-13 22:42:46"
"小米云平台","语音识别建模工程师","25k-45k","北京 ","经验1-3年","硕士及以上","全职","算法","2018-07-31  ","年终奖,餐补,班车,股票期权","【岗位职责】","北京-海淀区-西三旗-安宁庄东亮72号科利源大厦","2018-08-13 22:43:01"
"美团点评美团平台","语音识别服务端开发工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","C++ | Java","13:49  ","核心项目","语音识别服务端开发工程师工作职责：语音识别服务系统设计及开发。工作要求：全日制大学硕士学历及以上；熟练使用Linux操作系统及其常用命令；熟悉C++，Java，Python等程序语言；熟悉Socket编程，具备良好网络编程能力；熟悉数据库原理，熟练使用常见的SQL语句；同时具有一定前端开发能力者优先。","北京-朝阳区-望京-望京东路4号恒电大厦C座","2018-08-13 22:43:04"
"腾讯智能平台产品部","MIG15-语音识别算法研究员","18k-36k","北京 ","经验5-10年","硕士及以上","全职","机器学习 | 模式识别 | 算法","11:11  ","大平台,新领域,大咖多",,"北京-海淀区-北京大学-第三极大厦","2018-08-13 22:43:07"
"捷通华声","语音识别算法工程师(ASR)","20k-40k","北京 ","经验1-3年","本科及以上","全职","企业服务","10:28  ","高新技术企业 项目奖金 技术大拿多","北京捷通华声科技股份有限公司成立于2000年，是一家专注于智能语音、智能图像、语义理解等人工智能技术的研究与应用的高新技术企业。公司率先推出了全球首个全方位人工智能开放平台—灵云平台（aicloud.com），将语音交互、图像识别、语义理解、生物特征识别等技术完美整合，实现并提供全方位一体化的人工智能技术解决方案与服务，并在滴滴打车、携程、京东、小米、百度、农业银行、中信银行、太平洋保险、奔驰等多家知名企业得到广泛应用。2013年，清华大学产业基金入资捷通华声，成为公司第二大股东，随后双方共同创立“清华灵云人工智能研究中心”。","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 22:43:10"
,,,,,,,,,,,,"2018-08-13 22:43:12"
"新浪微博微博机器学习研发部","机器学习研发部-语音识别...","30k-50k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 语音识别 | 算法","2018-07-23  ","大平台,福利待遇好","职位描述：","北京-海淀区-马连洼-西北旺东路10号院西区8号楼新浪总部大厦","2018-08-13 22:43:15"
"搜狗桌面事业部","智能语音-语音评测与识别...","20k-40k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 算法","08:58  ","AI领域,智能语音,行业领先,精英团队","【项目介绍】搜狗智能语音项目致力于打造业界领先的以语音为主的多模态输入、理解以及表达的人工智能技术，目前技术方向涵盖了语音识别、声纹识别、手写识别、语音合成、语义理解、对话系统等多个方面，具备了从研发到技术输出的完整能力。其中搜狗语音识别技术一直保持在国内的技术领先地位，搜狗输入法稳居国内第一大语音输入应用，语音识别准确率超过97%，语音输入频次达到每天1.4亿次以上。而且，搜狗语音交互引擎——知音引擎的发布进一步展现了公司在智能语音领域强大的技术实力，随着搜狗语音技术的日趋智能化和服务化，智能语音技术将会在物联网、车联网等多个场景得到应用，并布局到更多的终端入口，推出更多有价值的技术和产品。","北京-海淀区-五道口-中关村东路1号","2018-08-13 22:43:19"
"陌陌技术部","高级语音识别算法工程师","25k-50k","北京 ","经验1-3年","硕士及以上","全职","社交 | 算法","11:52  ","竞争力薪酬,团队实力强,创意的产品,上升空间大","岗位职责：","北京-朝阳区-望京-阜通东大街1号望京Soho塔2,B座20层","2018-08-13 22:43:23"
"浩瀚汇通研发中心","语音识别算法高级研发／专家","20k-40k","广州 ","经验1-3年","本科及以上","全职","游戏 | 人工智能 | 机器学习 | NLP | 算法","17:52  ","项目靠谱,背景雄厚,福利齐全,薪酬优厚","工作职责：","广州-天河区-沙河-雅居乐中心2708","2018-08-13 22:43:26"
"RokidA-Lab","语音识别算法高级工程师","25k-50k","北京 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 模式识别","2天前  ","博士云集,年底双薪,补充医疗险,期权奖励","1、负责语音识别相关算法的研究与开发，如语音前端处理、声学模型训练、语言模型训练、解码器； ","北京-海淀区-西三旗-西小口路66号东升科技园","2018-08-13 22:43:30"
"MicroNature研发","语音识别算法工程师","10k-20k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 深度学习 | 语音识别 | 算法","2018-07-19  ","大牛多,产品好,期权,绩效奖"," 岗位职责：1、负责搭建end to end语音识别系统，将算法实现落地于产品；2、跟踪语音识别声学模型最新技术。任职要求：1、本科以上学历，信号处理、计算机、电子信息、自动化、模式识别等相关专业；2、语音识别2年以上工作经验；3、熟悉深度学习/语音识别相关算法和研究(CNN/RNN/LSTM 等）；4、熟练掌握 C/C++/python, 编程能力强，熟悉 Linux 环境开发；5、熟悉 Kaldi/tensorflow ；6、有深度学习声学模型训练相关经验者优先。7、在Interspeech，ICASSP等语音学术会议中有论文发表者优先","深圳-龙华新区-观光路1301号银星科技大厦B901","2018-08-13 22:43:33"
"雷森信息科技人事部","语音识别数据处理师","4K-8K","南京 ","经验不限","本科及以上","兼职","大数据 | 数据分析","11:10  ","仙林南大科学园","语音数据人工转写与标注工作要求 ","南京-栖霞区--元化路南大科学园创业学院412室","2018-08-13 22:43:36"
"武汉TCL语音识别算法部","语音识别算法工程师/专家","13k-25k","武汉 ","经验不限","硕士及以上","全职","深度学习 | 语音识别 | 算法","2018-07-18  ","深度学习,语音识别,算法分析","职位描述：","武汉-江夏区-湖北省武汉市江夏区高新大道999号海外人才大楼B4栋5楼","2018-08-13 22:43:40"
"图麟科技技术","图像算法/模式识别工程师","15k-30k","上海 ","经验1-3年","硕士及以上","全职","图像处理 | 模式识别 | 算法","15:08  ","图像算法,模式识别,深度学习,c++","任职要求：","上海-浦东新区-张江-蔡伦路1690号3号楼3楼","2018-08-13 22:43:45"
"登虹研发","语音识别算法工程师","15k-30k","杭州 ","经验3-5年","本科及以上","全职","深度学习 | 模式识别 | 算法","2018-08-09  ","周末双休,餐补,氛围很赞","职位描述: 1.物联网领域语音识别算法研究和工程实现。 2.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。职位要求： 1、具有语音识别领域的研发工作经验。 2、对声学模型训练、解码器或识别算法优化的其中一个方向有深入理解。 3、熟悉开源语音识别框架者优先。 4、有嵌入式芯片算法实现经验者优先。 5、有深度学习声学模型训练相关经验,或熟悉深度学习框架者优先。","杭州-西湖区-西溪-天堂软件园A幢18层","2018-08-13 22:43:49"
"美团点评AI部门","服务端开发工程师（语音识别）","35k-55k","北京 ","经验5-10年","本科及以上","全职","Java | Python | Golang | GO","15:23  ","大牛云集,人工智能,前沿科技","职责：1、负责AI落地项目的设计与实现2、发现业务系统中的问题，提出切实可行的优化建议并实施；3、负责项目技术方案的制定和技术难点的攻关。工作要求：1、全日制大学本科学历及以上；2、熟练使用Linux操作系统及其常用命令；3、熟练使用MySQL、MongDB、Redis等，有优秀的数据库设计和优化能力；4、熟悉C++，Python等程序语言，具有golang编程能力优先；5、熟悉Socket编程，具备良好网络编程能力；6、有良好的编码习惯或有高并发开发经验者优先。","北京-朝阳区-望京-望京国际研发园","2018-08-13 22:44:04"
"搜狗","智能语音-语音识别声学模...","20k-40k","北京 ","经验1-3年","硕士及以上","全职","语音处理","08:58  ","五险一金,绩效奖金,弹性工作,补充医疗","【项目介绍】","北京-海淀区-五道口-中关村东路1号","2018-08-13 22:44:07"
"腾讯MIG","MIG15-语音识别算法研究员...","40k-80k","北京 ","经验5-10年","本科及以上","全职","模式识别 | 算法","3天前  ","平台大,福利好,大咖多",,"北京-海淀区-北京大学-北四环西路中国技术交易大厦","2018-08-13 22:44:10"
"意能通算法语音识别组","算法研究员（语音识别及合成）","30k-60k","杭州 ","经验3-5年","博士及以上","全职","算法 | 数据挖掘","09:47  ","股票期权,年终十五薪,国外旅游,全额社保","岗位职责：","杭州-西湖区-三墩-紫金众创小镇12楼","2018-08-13 22:44:13"
"同盾科技信贷科技事业部","语音识别（智能催收）","25k-50k","杭州 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | NLP | 模式识别","17:24  ","技术大牛","岗位职责：","杭州-余杭区-仓前-文一西路998号海创园","2018-08-13 22:44:17"
"伴鱼口语研发","语言识别算法工程师","25k-30k","北京 ","经验1-3年","本科及以上","全职","语音识别 | 算法","14:18  ","产品牛,氛围好,空间大,福利高","工作职责:1、负责语音评测/语音识别技术的研究和开发2、对语音识别的算法细节有深刻的了解3、深入了解声学建模的过程，以及具体训练算法4、主导开发过应用级别的语音评测/识别系统任职资格:1、具有良好的数学功底2、具有很强的分析问题和解决问题的能力，对解决具有挑战性问题充满激情3、在Interspeech，ICASSP等语音学术会议中有论文发表者优先","北京-海淀区-牡丹园-北京北京海淀区祁家豁子8号健翔大厦606室","2018-08-13 22:44:21"
"触宝大数据事业部","语音识别高级工程师（声学...","30k-50k","上海 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 算法","09:35  ","10亿用户,行业独角兽,技术驱动,发展空间大","职位描述：1.负责语音声学模型的训练与识别率优化；2.负责跟踪国内外最新声学建模相关技术；任职要求：1.硕士及以上学历，计算机、信号处理、自动化等相关专业；2.良好的编程基础，熟悉C、C++或Python等任意一种编程语言；3.熟悉kaldi声学建模工具及背后建模原理者优先；4.在语音相关顶级期刊、会议(ICASSP，Interspeech，ASRU)发表过相关论文者优先；5.熟悉端到端（ctc/attention)声学建模以及区分度训练技术(smbr/mmi)者优先。","上海-徐汇区-虹梅路2007号7号楼","2018-08-13 22:44:25"
"雷森信息科技人事部","大数据语音识别标注","4K-8K","南京 ","经验不限","本科及以上","兼职","数据仓库 | 数据分析","11:10  ","公司依托南京大学，展示一个放飞的平台","语音识别，提高预识别准确率，为大数据库做数据筛选。 ","南京-栖霞区--元化路南大科学园创业学院412室","2018-08-13 22:44:28"
"字节跳动","AI 数据研发工程师 - 语音...","25k-50k","北京 ","经验3-5年","本科及以上","全职","后端","11:27  ","弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，团队氛围好",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 22:44:32"
"华捷艾米","手势识别算法工程师","15k-25k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 深度学习","10:20  ","五险一金,弹性工作,领导很好,技术氛围","手势识别算法工程师：","北京-海淀区-西北旺-中关村软件园数字山谷B区3号楼4层","2018-08-13 22:44:36"
"一起科技人工智能","研发工程师（识别算法）","30k-50k","北京 ","经验1-3年","本科及以上","全职","C++ | 算法","3天前  ","人工智能,大数据","岗位职责：","北京-朝阳区-望京-望京绿地中心B座16层","2018-08-13 22:44:39"
"捷通华声","模式识别算法工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","云计算 | 人工智能 | 机器学习 | 模式识别 | 算法","10:28  ","福利待遇好，有发展前景，半年调薪","职位描述：1. 负责或参与图像模式识别算法的研究并负责算法的编码实现；2. 与清华大学研究机构合作，参与图像分类与识别，检索的研究工作。","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 22:44:44"
"准动网络科技研发部","图像识别工程师","10k-20k","厦门 ","经验不限","大专及以上","全职","软件开发","09:55  ","弹性工作,包吃,五险一金,晋升空间","岗位职责：","厦门-思明区-中航紫金广场A塔36层","2018-08-13 22:44:47"
"快手研发线","声纹识别／说话人识别算法...","30k-50k","北京 ","经验1-3年","硕士及以上","全职","算法","2018-08-07  ","弹性工作,股票期权,精英团队,千万级用户","1.负责声纹识别、说话人分割等算法的研发2.负责声纹识别引擎的开发和优化先","北京-海淀区-北京海淀","2018-08-13 22:44:50"
"四维图新","图像识别工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","地图 | 深度学习 | 计算机视觉 | 图像处理","11:01  ","六险一金","工作职责：","北京-海淀区-西北旺-四维图新大厦","2018-08-13 22:44:54"
"搜狗桌面事业部","智能语音-语音识别声学模...","20k-40k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 算法","08:58  ","AI领域,智能语音,行业领先,精英团队","【项目介绍】","北京-海淀区-五道口-中关村东路1号","2018-08-13 22:45:10"
"美团点评AI","语音识别引擎研发工程师","28k-55k","北京 ","经验3-5年","本科及以上","全职","后端 | C","15:23  ","人工智能,大牛云集,前沿科技","工作职责： 语音识别引擎和算法设计及优化。 工作要求： 全日制大学硕士学历及以上； 具备良好的数据结构和算法基础； 熟悉C++，Python等程序语言； 在数学建模竞赛/计算机竞赛/ACM ICPC拿过奖项者优先。","北京-朝阳区-望京-望京国际研发园","2018-08-13 22:45:13"
"腾讯MIG","MIG15-语音识别算法研究员...","20k-40k","北京 ","经验3-5年","本科及以上","全职","Python | 算法 | 模式识别","3天前  ","平台大,福利好,大咖多","岗位职责：    ","北京-海淀区-北京大学-北四环西路中国技术交易大厦","2018-08-13 22:45:17"
"触宝大数据事业部","语音识别高级工程师（声纹...","30k-50k","上海 ","经验3-5年","本科及以上","全职","人工智能 | 算法","09:35  ","10亿用户,行业独角兽,技术驱动,发展空间大","职位描述：1.负责声纹识别、唤醒的模型训练和优化；2.跟踪国内外最新的声纹、唤醒相关的技术；3.参与声纹、唤醒产品工程落地；任职要求：1.硕士及以上学历，计算机、信号处理、自动化等相关专业；2.良好的编程基础，熟悉C、C++或Python等任意一种编程语言；3.在语音相关顶级期刊、会议发表过相关论文者优先；4.熟悉kaldi说话人识别和关键词检索建模工具及背后建模原理者优先。","上海-徐汇区-虹梅路2007号7号楼","2018-08-13 22:45:20"
"RokidA-Lab","声纹算法工程师/说话人识...","20k-40k","北京 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 模式识别","2天前  ","博士云集,人工智能,年底双薪,期权奖励","负责声纹识别新算法的研发，提高声纹识别技术在复杂信道，噪音以及短语音情况下的性能","北京-海淀区-西三旗-西小口路66号东升科技园","2018-08-13 22:45:25"
"亿车科技研发中心","车牌识别算法工程师","20k-35k","深圳 ","经验1-3年","本科及以上","全职","视频 | 机器学习 | 深度学习 | 计算机视觉 | 图像处理","14:32  ","行业独角兽,技术大牛,领导好,福利好","岗位职责：","深圳-宝安区-西乡-西乡街道宝源路财富港大厦D座8楼","2018-08-13 22:45:29"
"一起科技AI","识别算法工程师（技术）","20k-40k","北京 ","经验3-5年","本科及以上","全职","算法 | 图像处理","3天前  ","独角兽,待遇好",,"北京-朝阳区-望京-望京绿地中心B座","2018-08-13 22:45:32"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","北京 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,年终奖,绩效金,假期多","岗位职责：","北京-海淀区-北京市海淀区知春路9号坤讯大厦7-9层","2018-08-13 22:45:36"
"北大方正信产集团","算法工程师（智能识别）","15k-25k","北京 ","经验不限","博士及以上","全职","深度学习 | 模式识别 | 算法","09:29  ","团队氛围好,同事素质高,地理位置佳,技术前瞻","应用场景：","北京-海淀区-中关村-成府路298号方正大厦","2018-08-13 22:45:39"
"四维图新","图像识别工程师（武汉）","13k-20k","武汉 ","经验不限","硕士及以上","全职","地图 | 计算机视觉 | 图像处理 | 深度学习","11:02  ","六险一金","工作职责：","武汉-洪山区-关山-关山大道光谷软件园","2018-08-13 22:45:43"
"数美","声纹识别工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek",,"北京-朝阳区-望京诚盈中心","2018-08-13 22:45:48"
"沪江","语音/音频处理研发主管","60k-100k","北京 ","经验5-10年","本科及以上","全职","人工智能 | 深度学习","2018-08-09  ","上市前夜,弹性办公","工作职责:-参与规划设计下一代智能学习系统；-负责研究和开发面向语言学习的发音评估、韵律评估方法与系统；-负责规划和开发基础Speech／Audio处理模块；-负责开发进行在线音视频教学内容的结构化的方法和系统；-负责开发可用于教学场景的多语言、灵活可扩展的、高自然度的语音合成系统；","北京-海淀区-五道口-北京市海淀区五道口东升大厦","2018-08-13 22:45:52"
"田米科技","语音-高级产品经理","25k-50k","北京 ","经验不限","本科及以上","全职","用户研究","09:43  ","空间大","工作职责：","北京-海淀区-安宁庄东路72号科利源大厦（小米六期）","2018-08-13 22:45:57"
"招商银行信用卡中心信息技术部","语音系统管理员","25k-40k","上海 ","经验3-5年","本科及以上","全职","运维 | Linux","09:13  ","职位晋升 年度旅游 年度体验 年终奖","工作职责：","上海-浦东新区-上海浦东新区来安路686号","2018-08-13 22:46:02"
"云知声AI Labs","声纹识别算法研究员","15k-30k","上海 ","经验应届毕业生","硕士及以上","全职","算法 | 模式识别","14:38  ","技术大牛,福利好,环境好","工作要求：","上海-徐汇区-漕河泾-漕河泾开发区新研大厦","2018-08-13 22:46:10"
"搜狗","图像识别-产品经理-北京-0...","25k-35k","北京 ","经验5-10年","本科及以上","全职","地图","08:58  ","公司级战略重点项目,核心部门,精英团队","【项目介绍】","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 22:46:26"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","成都 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,假期多,福利好,年终奖","岗位职责：","成都-武侯区-玉林-人民南路四段45号新希望大厦1108号","2018-08-13 22:46:31"
"数美","声纹识别工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek",,"北京-朝阳区-望京诚盈中心","2018-08-13 22:46:34"
"沪江","语音/音频处理研发主管","60k-100k","上海 ","经验5-10年","本科及以上","全职","人工智能 | 深度学习","2018-08-09  ","上市前夜,弹性办公","工作职责:-参与规划设计下一代智能学习系统；-负责研究和开发面向语言学习的发音评估、韵律评估方法与系统；-负责规划和开发基础Speech／Audio处理模块；-负责开发进行在线音视频教学内容的结构化的方法和系统；-负责开发可用于教学场景的多语言、灵活可扩展的、高自然度的语音合成系统；","上海-浦东新区-张江-浦东软件园博云路2号浦软大厦6-8楼","2018-08-13 22:46:38"
"中国亿教亿学网研发部","图像识别工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","视频 | 图像处理 | 算法","10:48  ","公司前景,产品优势,团队氛围,办公环境","岗位职责：","杭州-拱墅区-三墩-祥园路28号乐富智汇园12号楼1201","2018-08-13 22:46:42"
"第四范式数据智能部","语音算法","25k-50k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 算法","2018-08-08  ","人工智能,大牛超多,晋升空间,各种福利","1、语音识别系统的数据处理、模型训练、结果分析、实验验证；","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 22:46:46"
"京东金融","算法工程师（声纹识别方向）","25k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 算法","11:55  ","班车,餐补","岗位职责：","北京-大兴区-京东总部","2018-08-13 22:46:51"
"竹间智能科技(上海)有限公司","产品经理（图像识别）","15k-30k","上海 ","经验3-5年","本科及以上","全职","产品策划","10:12  ","高科技产品 强大的团队","工作内容：","上海-徐汇区-田林-宜山路700号新宜街A1栋303室（地铁九号线桂林路站4号口）","2018-08-13 22:46:55"
"度量科技研发部","算法工程师（图形图像处理/...","7k-12k","北京 ","经验不限","硕士及以上","全职","图像处理 | 模式识别 | 算法","10:54  ","五险一金,年终多薪,周末双休,团队有活力","工作内容：","北京-朝阳区-小关-小关北里甲2号渔阳置业大厦B座504室","2018-08-13 22:47:00"
"深圳偶家科技研发部","图像识别算法工程师","15k-30k","深圳 ","经验3-5年","本科及以上","全职","人工智能 | 计算机视觉","09:42  ","共益,挑战,成长,好玩","岗位职责：","深圳-南山区-花园城数码大厦A座401","2018-08-13 22:47:06"
"英思奇事业部","语音工程师","25k-50k","深圳 ","经验5-10年","学历不限","全职","运维 | Linux","3天前  ","薪资高,福利好","工作地点：菲律宾首都马尼拉","深圳-宝安区-西乡-菲律宾首都马尼拉","2018-08-13 22:47:11"
"朗播网人工智能与大数据中心","研发工程师（语音处理方向）","18k-30k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 模式识别 | 算法","09:51  ","免费健身,六险一金,股票期权,带薪年假","岗位描述：","北京-海淀区-上地-上地信息路甲28号科实大厦D座501","2018-08-13 22:47:20"
"达闼科技NLP(CN)","声纹识别算法工程师","20k-40k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 算法","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳","职位描述： ","北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 22:47:24"
"探迹研发部","图像识别算法工程师","8k-16k","广州 ","经验应届毕业生","本科及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","09:39  ","大数据AI,技术驱动,五险一金,地铁口","工作职责：","广州-番禺区-大学城-数字家庭研发中心一期研发大厦","2018-08-13 22:47:27"
"多翼软件部","图像识别算法工程师","15k-25k","深圳 ","经验1-3年","本科及以上","全职","计算机视觉 | 算法 | 机器学习 | 人工智能","10:01  ","年终奖金,绩效奖金,弹性工作,五险一金","工作职责:","深圳-南山区-深圳市南山区桃源街道塘兴路133号集悦城B区17栋1楼","2018-08-13 22:47:31"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","南京 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,年终奖,绩效奖,假期多","岗位职责：","南京-建邺区-南京市建邺区广聚路33号安科大厦","2018-08-13 22:47:45"
"数美","声纹识别工程师","20k-40k","北京 ","经验1-3年","博士及以上","全职","大数据 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek","岗位职责：","北京-朝阳区-望京诚盈中心","2018-08-13 22:47:49"
"中国亿教亿学网研发部","图像识别工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","视频 | 机器学习 | 深度学习 | 图像处理 | 算法","10:48  ","公司前景,产品优势,团队和谐,办公环境","岗位职责：","杭州-拱墅区-三墩-祥园路28号乐富智汇园12号楼1201","2018-08-13 22:47:56"
"沪江智能学习实验室（HILL）","资深语音/音频处理研发工...","25k-50k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习","15:48  ","免费零食 技术大牛 上市前夜",,"北京-海淀区-五道口-北京市海淀区五道口东升大厦","2018-08-13 22:48:00"
"小鱼在家","声纹识别实习生","2k-4k","北京 ","经验应届毕业生","本科及以上","实习","人工智能 | 深度学习 | 语音识别","3天前  ","平台大,氛围好,产品牛,牛人多","声纹识别工程数据实习生1.使用工具，对语音，图像数据进行清洗、归纳、分类等预处理；2.用标注工具对语音，图像进行标注和分类；3.根据项目需求人工采集数据；4.计算机相关专业优先5.每周保证至少来公司工作3天","北京-朝阳区-北京市朝阳区大屯街道北苑路86号北美国际商务中心K1座","2018-08-13 22:48:06"
"OPPO","高级语言识别算法工程师","30k-60k","北京 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 模式识别 | 算法","2018-08-07  ","薪高,平台大,领导好","1、负责语音识别ASR和声纹识别、语种识别等产品的算法框架设计、声学模型、语言模型等的训练、测试、参数调优 2、负责针对具体业务场景和产品的模型调优，大规模模型训练及测试工具的开发、数据库挖掘积累与清洗3、负责跟进行业前沿技术发展趋势并规划研发工作，跟踪国际最新算法发展方向和相应技术并选择性快速开发原型系统岗位要求：1.信号处理、计算机、电子信息、自动化等相关专业硕士以上学历2.熟悉Linux下C/C++/Java开发技术，Python3.熟悉HTK、Kaldi、Tensorflow、Torch等工具的使用，有解码器研发经验优先","北京-朝阳区-燕莎-朝阳公园骏豪中央广场","2018-08-13 22:48:12"
"厦门云脉技术有限公司研发部","图像识别工程师","8k-15k","厦门 ","经验不限","本科及以上","全职","图像处理 | 算法","09:27  ","五险一金、5天8小时工作制、办理厦门落户","岗位要求: 1. 熟悉vc6.0编程工具。2. 熟悉c/c++编程语言。3. 良好的数学基础和逻辑能力。4. 熟悉基本的数据结构。5. 良好的英语阅读能力。6. 熟悉图像处理相关知识优先。7. 数学相关专业优先。其他要求：1. 有一定的沟通能力和团体合作精神！2. 勤奋刻苦，有上进心！3. 要有专研精神，能够沉下心来工作！","厦门-集美区-侨英-软件园三期诚毅北大街5号B区03栋4楼","2018-08-13 22:48:16"
"地平线机器人","地平线机器人-语音开发工程师","10k-20k","北京 ","经验1-3年","本科及以上","全职","大数据 | 语音处理","10:38  ","弹性办公，绩效奖金，办公环境好，交通便利","工作职责:  1. 语音数据处理工具的开发和维护。  2. 语音数据的日常处理和管理。  3. 与数据公司对接数据要求和处理进度。任职资格:    1. 熟练掌握C/C++，熟练掌握python/shell-""script""，熟练使用linux环境。    2. 了解语音编解码基础知识，了解信号处理基础知识。    3. 具有一定的沟通和组织能力，能够管理任务的调度和分配。    4. 具有积极主动的学习能力，能够适应高强度的工作","北京-海淀区-中关村-北京市海淀区中关村大街1号海龙大厦3层","2018-08-13 22:48:20"
"北大方正信产集团","软件开发工程师（文档技术-...","15k-30k","北京 ","经验1-3年","本科及以上","全职","软件开发 | C++ | Java","2018-08-03  ","绩效奖金,免费下午茶,餐饮补贴,补充商险","应用场景：主要针对CEBX文档的应用基础和关键技术；研究包括版面分析与理解、融合版式和屏幕自适应的文档技术、文档中复杂元素的识别与检索等问题。职责描述：主要方向为：复杂场景的文字识别的关键技术研究和成果工程化。负责核心代码编写，按照开发规范完成项目的代码实现以及必须的单元测试；任职要求：1. 大学本科及以上学历，硕士优先；计算机相关专业；1~3年开发工作经验，有1~2年文档处理开发经验者优先；2. 熟练掌握C++语言，能够编写高质量的代码，具有一定的架构设计能力；3. 熟悉机器学习及相关框架者优先；4. 语言表达能力强，有良好的沟通协调能力和独立工作能力； 5. 有良好的职业道德和工作态度，学习能力强，责任心和进取心强，有较强的协作精神和团队意识","北京-海淀区-中关村-成府路298号方正大厦","2018-08-13 22:48:24"
"英然信息技术（上海）有限公司","图像识别工程师","10k-20k","武汉 ","经验3-5年","本科及以上","全职","图像处理","3天前  ","高级","职责描述","武汉-洪山区-关山大道光谷软件园D8栋恒隆大楼1F","2018-08-13 22:48:28"
"阔地教育软件研发部","语音/音频信号处理高级工程师","13k-25k","苏州 ","经验1-3年","本科及以上","全职","音视频 | 算法","2018-08-08  ","晋升空间大,福利待遇好,弹性工作,学习机会多","岗位职责：","苏州-工业园区-青剑湖-唯正路8号","2018-08-13 22:48:32"
"洋钱罐技术部","语音系统研发工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","算法","10:11  ","福利待遇好,技术驱动型,弹性工作,午餐晚餐","我们期望：","北京-朝阳区-团结湖-团结湖中青大厦19层","2018-08-13 22:48:36"
"清华大学苏研院大数据处理中心","识别算法研发工程师","12k-20k","成都 ","经验3-5年","本科及以上","全职","算法 | 后端开发","2018-07-24  ","五险一金、专业培训、带薪年假","职位描述：","成都-高新区-石羊-天府新谷5号楼5层","2018-08-13 22:48:40"
"鲸航科技","语音/NLP算法工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 算法","10:00  ","五险一金,期权池,带薪年假,弹性工作","职位描述：","北京-海淀区-学院路-量子银座","2018-08-13 22:48:43"
"roobo技术部","语音研究员","30k-50k","北京 ","经验3-5年","本科及以上","全职","教育 | 人工智能 | 模式识别 | 算法","10:07  ","人工智能","工作职责","北京-东城区-朝阳门-银河soho","2018-08-13 22:48:47"
"中国亿教亿学网研发部","图像识别工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","视频 | 图像处理 | 算法","10:48  ","公司前景,产品优势,团队氛围,办公环境","岗位职责：","杭州-拱墅区-三墩-祥园路28号乐富智汇园12号楼1201","2018-08-13 22:49:04"
