"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"猎豹移动机器学习","产品经理","25k-30k","北京 ","经验3-5年","本科及以上","全职","智能硬件","2018-08-09  ","15薪,超长年假,豪华年会,餐补","工作职责：","北京-朝阳区-高碑店-猎豹移动全球总部","2018-08-13 19:28:05"
"达内集团","机器学习讲师","15k-30k","北京 ","经验3-5年","本科及以上","全职","金融 | 人工智能 | 机器学习 | 深度学习","09:19  ","五险一金,商业保险,股票期权","岗位职责：","北京-朝阳区-方庄-广渠门","2018-08-13 19:28:09"
"佳都科技商用智能产品事业部","售前技术经理（商用智能产品）","8k-16k","广州 ","经验3-5年","本科及以上","全职","技术支持","16:53  ","五险一金,周末双休,免费食堂","岗位职责：","广州-天河区-棠下-科韵路软件园建工路4号佳都新太大楼","2018-08-13 19:28:13"
"皓瞳科技-HortaTech研发部","高级图像算法工程师","15k-25k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | 图像处理 | 模式识别","12:09  ","前沿技术,发展空间大,员工期权,团队氛围好","职位描述：","北京-朝阳区-大山子-酒仙桥东路18号尚科办公楼B座307","2018-08-13 19:28:21"
"一下科技技术研发","视频/图像算法研究员","30k-50k","北京 ","经验3-5年","本科及以上","全职","视频 | 直播 | 机器学习 | 深度学习 | 图像处理 | 算法","09:21  ","薪酬可谈,急需,有期权,晋升快","急需2个hc，入职就送黑色256G iPhone x","北京-朝阳区-望京-浦项中心A座31层","2018-08-13 19:28:24"
"猎户星空计算机视觉","计算机视觉算法工程师","18k-35k","北京 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","11:22  ","发展前景好,高薪","职位描述：","北京-朝阳区-团结湖-北京市朝阳区工体北路甲二号盈科中心裙房办公楼1-4层","2018-08-13 19:28:28"
"宇态控股技术中心","算法高级工程师","15k-30k","广州 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 图像处理 | 算法","10:14  ","发展平台好,活力团队,技术交流多,领导好","工作职责：","广州-越秀区-东风-东风中路300号之一金安大厦16楼","2018-08-13 19:28:32"
"达闼科技算法","深度学习算法实习生","4k-6k","北京 ","经验应届毕业生","硕士及以上","实习","机器学习 | 深度学习 | 图像处理 | 模式识别","2018-08-03  ","技术大牛,弹性工作,谷歌式环境,丰厚薪资","岗位职责：      1、从事深度学习算法研究和相关产品的开发，包括人脸识别、图像分类和检索、OCR、目标检测、图像分割等岗位要求：  1、熟悉至少一门编程语言，C/C++/Python等；  2、对深度学习视觉相关技术（如：图像分类，目标检测、OCR、人脸识别等）感兴趣；  3、有图片数据挖掘、图像处理、机器学习/深度学习等相关经验优先；  4、熟悉某一种深度学习框架（如Caffe、Tensorflow等）为佳； 5、工作认真负责，较强的学习能力，良好的团队合作精神。","北京-朝阳区-望京soho塔3B座33层","2018-08-13 19:28:35"
"多媒体处理技术技术部","图形图像处理工程师","6k-12k","北京 ","经验不限","硕士及以上","全职","大数据 | 机器学习 | 深度学习 | 图像处理 | 模式识别","12:52  ","大牛带队,年轻团队","职位描述：","北京-大兴区-清源-高米店南绿地青年公寓1617","2018-08-13 19:28:49"
"Uni-Ubi研发中心","机器视觉工程师【C++】","15k-30k","杭州 ","经验1-3年","本科及以上","全职","信息安全 | 通信/网络设备 | C++ | 人脸识别 | 算法 | 解决方案","11:06  ","人工智能,技术大牛,五险一金,开发氛围好","岗位职责：","杭州-余杭区-仓前-文一西路998号海创园4幢","2018-08-13 19:28:55"
"大道智创","软件工程师","8k-15k","深圳 ","经验1-3年","本科及以上","全职","软件开发 | C++ | Java | Linux","09:22  ","五险一金,弹性上班,每天下午茶,节日福利","岗位职责：","深圳-南山区-塘兴路众创产业园B54栋集动空间三楼309-310","2018-08-13 19:28:58"
"滴滴出行安全产品与技术部,业务安全部,交易安全部,算法组","资深算法工程师（活体检测）...","30k-40k","北京 ","经验5-10年","硕士及以上","全职","移动端 | HTML","3天前  ","大平台 重点业务 成长快 福利好",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 19:29:02"
"汉王精锐行业销售部","销售代表","6K-8K","北京 ","经验1-3年","本科及以上","全职","销售 | 客户代表","3天前  ","五险一金周末双休绩效奖金全勤奖","岗位职责：","北京-海淀区-中关村-中关村大街22号中科大厦B座302","2018-08-13 19:29:05"
"小鹏汽车产品部","互联网商务主管/经理","16k-32k","广州 ","经验应届毕业生","本科及以上","全职","支付 | 音乐 | 商务拓展","2018-07-24  ","前景好,氛围好","职位描述：","广州-黄埔区-高新技术产业开发区科学城开源大道11号B7栋","2018-08-13 19:29:08"
"华策深圳华策辉弘科技有限公司","首席数据技术分析师","30k-40k","深圳 ","经验5-10年","大专及以上","全职","大数据 | 项目管理 | 需求分析 | 金融 | 解决方案 | 数据库","10:14  ","五险一金,年终奖,周末双休,年度旅游","岗位职责：","深圳-福田区-岗厦-金田路3038号现代国际商务大厦32层","2018-08-13 19:29:11"
"宙心科技研发","图像算法研发工程师","16k-30k","北京 ","经验3-5年","硕士及以上","全职","嵌入式","09:53  ","成长空间大,前沿技术,团队氛围好,带薪年假","工作职责： ","北京-海淀区-海淀大街34号海置创投大厦7层","2018-08-13 19:29:14"
"云拿科技","算法工程师","25k-50k","上海 ","经验1-3年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 模式识别","15:48  ","五险一金,做五休二,股票期权,年终奖金","1.物体检测与识别，相关特征的提取和转换 、模型开发","上海-闵行区-东川路555号紫竹数码港","2018-08-13 19:29:17"
"glimlab研发部","图像算法工程师","4k-8k","贵阳 ","经验不限","本科及以上","全职","图像处理 | 模式识别 | 算法","10:29  ","先进技术,牛人团队,创新项目,发展前景","任职需求：","贵阳-观山湖区-摩根中心B座10楼","2018-08-13 19:29:21"
"TuSDK研发部","图像算法工程师","18k-30k","杭州 ","经验3-5年","本科及以上","全职","视频 | 图像处理 | 算法","09:08  ","带薪年休,零食饮料,团建旅游,社保五险","工作职责：","杭州-西湖区-西溪-文一西路83号文益楼5楼503","2018-08-13 19:29:25"
"御银金融","C++视频分析算法工程师","20k-30k","广州 ","经验1年以下","本科及以上","全职","图像处理 | 算法 | 人工智能","3天前  ","周末双休,五险一金,年终奖金,节日福利","【岗位职责】","广州-萝岗区-畔河路易博士大厦","2018-08-13 19:29:28"
"万里红产品事业部","高级图像处理算法工程师","12k-24k","北京 ","经验不限","硕士及以上","全职","机器学习 | 图像处理 | 模式识别 | 算法","14:47  ","图像处理,算法","岗位职责：","北京-海淀区-北下关-大柳树路17号富海国际港5层（北京交通大学西门）","2018-08-13 19:29:31"
"阿里文娱","大麦智能硬件Android开发","20k-30k","北京 ","经验3-5年","本科及以上","全职","移动互联网 | 移动端","10:08  ","发展空间大,公司规模大","职位描述：","北京-朝阳区-望京-东煌大厦","2018-08-13 19:29:34"
"石斧信息技术部","视觉识别算法工程师","20k-30k","上海 ","经验5-10年","硕士及以上","全职","人工智能 | 图像处理 | 计算机视觉 | 算法","2018-07-20  ","工作氛围好","职责描述1. 负责计算机视觉三维方向、双目视觉、目标识别、目标跟踪等相关的技术的研发工作。2. 负责图像模式识别、机器学习等相关算法（如人脸，物体识别，相似图像搜索与聚类等）研发。3. 负责相应方向技术难点攻关、前瞻研究。4. 负责软件系统核心功能模块进行调试、测试、文档撰写及新技术调研。5. 针对使用场景需求，基于当前人工智能技术，寻求优化方案并改善用户体验。6. 根据场景应用需求，开发并维护人工智能视觉识别技术支撑平台及工具。","上海-宝山区-水产路1269号","2018-08-13 19:29:37"
"Uni-Ubi视觉实验室","C++机器视觉工程师","12k-24k","杭州 ","经验3-5年","硕士及以上","全职","人工智能 | 计算机视觉 | 模式识别 | 智能硬件 | 图像处理","11:07  ","氛围好,美女多,扁平化管理,技术大牛们",,"杭州-余杭区-仓前-文一西路998号海创园4幢","2018-08-13 19:29:51"
"VeeR技术部","计算机视觉工程师","25k-40k","北京 ","经验不限","本科及以上","全职","图像处理 | 算法 | 计算机视觉","13:45  ","大牛团队,硅谷范儿","岗位职责","北京-海淀区-中关村-中关村大厦","2018-08-13 19:29:56"
"roobo","图像视觉/深度学习算法工程师","30k-50k","北京 ","经验3-5年","本科及以上","全职","算法","10:07  ","优秀团队，弹性上班，智能硬件","职责描述：","北京-东城区-朝阳门-银河soho","2018-08-13 19:30:02"
"御银金融","销售经理","8k-12k","广州 ","经验不限","大专及以上","全职","销售","2018-08-09  ","五险一金,弹性工作,绩效奖金","【岗位职责】","广州-萝岗区-畔河路易博士大厦","2018-08-13 19:30:07"
"御银金融","销售经理","8k-12k","广州 ","经验不限","大专及以上","全职","销售","2018-08-09  ","五险一金,弹性工作,绩效奖金","【岗位职责】","广州-萝岗区-畔河路易博士大厦","2018-08-13 19:30:09"
"ULSee","高级市场经理","15k-30k","北京 ","经验5-10年","硕士及以上","全职","营销 | 市场推广 | 数据分析 | 市场分析","09:58  ","股票期权,国际化产品,好领导,扁平管理","职责描述：1. 建立并完善公司市场机制，规划公司市场组织架构，制定公司市场策略及品牌策略； 2. 制定年度市场计划及市场预算，公司市场工作的落实与管控； 3. 负责公司负责公司市场人员招聘、培训及考核等； 4. 搜集行业市场信息，组织撰写行业市场及竞争对手分析报告等； 5. 通过产品的市场分析，提供有价值的市场信息，制定市场推广策略并及时提出市场策略的改进意见；  6. 根据产品的市场调研和需求分析，规划新产品开发，明确产品定位，清晰产品定义提高产品的竞争力； 任职要求：1. 研究生以上学历，计算机相关专业背景，知名海外院校留学经验优先； 2. 5年以上市场、品牌、公关经验； 3. 具有人工智能、人脸识别、互联网从业背景尤佳；  4. 英语作为工作语言；","北京-朝阳区-CBD-建国门外大街甲8号财源国际中心B座10层Regus1046/1043","2018-08-13 19:30:12"
"袋鼠云算法团队","算法实习生（杭州）","5k-6k","杭州 ","经验应届毕业生","硕士及以上","实习","大数据 | 机器学习 | 深度学习 | 算法","3天前  ","阿里系创业,云计算生态,数据智能,周末双休","职位描述：","杭州-西湖区-西溪-紫霞街176号互联网创新创业园2-8","2018-08-13 19:30:15"
"美团点评","图像算法工程师","50k-70k","北京 ","经验5-10年","硕士及以上","全职","图像处理 | 模式识别 | 算法","13:49  ","技术导向 极客精神","工作职责:-负责计算机视觉、模式识别、图像处理前沿算法的研发和实现 -负责算法在移动平台和其他嵌入式设备上的实现、优化、移植与维护  能力要求:-熟悉图像视觉领域的主流算法和前沿技术进展，对人脸识别、物体检测/追踪、3D视觉分析、AR/VR、vSLAM技术在内的一个或多个领域理解较深-有良好的机器学习和模式识别算法基础-对于常用的算法库比较熟悉，有较强的嵌入式算法优化开发经验-英语熟练、能够独立阅读学术论文并能够进行实现-具备很好的分析和解决问题的能力-热爱创新并以产品为导向","北京-朝阳区-望京-望京东路4号恒电大厦C座","2018-08-13 19:30:18"
"爱尚健身前台","前台客服","3k-5k","北京 ","经验不限","学历不限","全职","体育 | 本地生活","2018-08-07  ","公司现有二十多家分店，发展空间广","岗位职责：及时、准确接听/转接电话,接待来访客人并及时准确通知被访人员","北京-海淀区-马甸-海淀区马甸东路冠城北园南门御凯温泉爱尚健身","2018-08-13 19:30:23"
"爱尚健身前台","前台客服","3k-5k","北京 ","经验不限","学历不限","全职","体育 | 本地生活","2018-08-07  ","公司现有二十多家分店，发展空间广","岗位职责：及时、准确接听/转接电话,接待来访客人并及时准确通知被访人员","北京-海淀区-马甸-海淀区马甸东路冠城北园南门御凯温泉爱尚健身","2018-08-13 19:30:26"
"微创微创赴商汤科技","黑盒测试-IVA-赴商汤","6k-10k","北京 ","经验1-3年","本科及以上","全职","测试 | 自动化","10:04  ","带薪年假,年终奖金,六险一金,补充医疗","赴商汤科技","北京-海淀区-五道口-清华科技园科技大厦B座","2018-08-13 19:30:32"
"多度科技运营中心","高级产品经理","15k-25k","深圳 ","经验5-10年","本科及以上","全职","智能硬件 | 产品设计 | 用户研究 | 需求分析 | 智能硬件","09:24  ","五险一金,周末双休,餐饮补贴,全勤奖","一、岗位职责：","深圳-南山区-西丽-桃源街道留仙大道云谷二期八栋4楼","2018-08-13 19:30:35"
"的卢深视算法研究部","机器学习算法工程师","16k-30k","合肥 ","经验3-5年","本科及以上","全职","机器学习 | 计算机视觉 | 图像处理 | 模式识别","13:50  ","不定期团建,下午茶,餐补,带薪年假",,"合肥-蜀山区-金寨路91号立基大厦A座2210","2018-08-13 19:30:38"
"龙猫数据销售部","销售管培生","2k-4k","北京 ","经验应届毕业生","本科及以上","实习","大数据 | 金融 | 销售 | 市场","10:05  ","有转正机会,团队氛围好,与大牛共事,能免费健身","ALL IN AI！引领行业，创新科技。AI并不单纯是一项技术，AI更是一种处世态度和生活方式。","北京-海淀区-学院路-知春路6号锦秋国际大厦A2004-2006","2018-08-13 19:30:41"
"亲见软件部","高级测试工程师","10k-20k","北京 ","经验3-5年","本科及以上","全职","智能硬件 | 测试 | 自动化","2018-08-08  ","系统测试,安卓智能,智能语音,人脸识别","职责描述：","北京-朝阳区-阜安西路望京SOHO，T3，A座30层","2018-08-13 19:30:44"
"ULSee","安防行业销售经理","10k-20k","北京 ","经验5-10年","本科及以上","全职","销售 | 团购 | 商务拓展","09:58  ","国际化业务,前沿科技,好领导,好氛围","职位描述： 1.负责公司在安防领域产品及解决方案的销售工作；2.了解行业内技术产品发展及竞争对手动态； 3.制定异业以及渠道的合作方案，并进行商务洽谈达成合作；4.负责拓展建立行业销售渠道，制定渠道政策并予以实施； 5.负责代表企业与行业渠道客户谈判、签订合作协议； 任职资格： 1. 统招本科以上学历，5年以上安防渠道大客户管理或商务拓展经验（其中2年以上人脸识别行业销售经历）； 2. 具有丰富的优质渠道或行业客户资源优先； 3. 较强的商务拓展能力和客户关系维护能力；4．具备较强的团队合作能力。","北京-朝阳区-CBD-建国门外大街甲8号财源国际中心B座10层Regus","2018-08-13 19:30:58"
"微创微创赴商汤","JAVA开发工程师-商汤","9k-13k","上海 ","经验3-5年","本科及以上","全职","云计算 | 大数据 | Java | Python | Shell | 云计算","10:04  ","带薪年假,六险一金,补充医疗,年终奖金","赴商汤科技","上海-徐汇区-龙华-龙腾大道2835号百汇园","2018-08-13 19:31:01"
"骏聿科技销售部","大客户销售","6k-10k","上海 ","经验1-3年","本科及以上","全职","金融 | 销售 | 客户代表 | 大客户销售","2018-08-07  ","人工智能,人脸识别,五险一金,绩效奖金","骏聿科技为业内领先的人脸识别公司，随着金融等业务的发展对人脸识别需求的高涨，加入骏聿你将收获财富和人脉。","上海-杨浦区-五角场-国定东路200号4号楼512室","2018-08-13 19:31:04"
"平安科技","后台开发工程师","5k-7k","北京 ","经验应届毕业生","硕士及以上","实习","图像处理 | 其他","16:02  ","人工智能","介绍:   平安作为世界领先的金融企业,于1988年诞生于深圳蛇口，是中国第一家股份制保险企业，至今已经发展成为金融保险、银行、投资等金融业务为一体的整合、紧密、多元的综合金融服务集团。2016年在世界500强企业中排名第41位，中国大陆非国有制企业中排名第一。平安科技是平安集团下全资子公司，是集团高科技核心和创新孵化器，也是国际领先的互联网+金融公司。  深度学习助力科技发展，引领平安金融  团队成员来自MIT,普林斯顿，UCLA，清华，浙大等国内外高校，智能引擎部将伴你与牛人同行  你将从事声纹识别、语音识别、计算视觉、图像处理等算法及系统研究等方面，  设计实现基于CUDA的分布式深度学习系统。  目前的成果，声纹识别，准确率业界领先，毫秒级计算速度，构建亿级+大声纹库，提供全行业身份认证方案。  图片识别，已助力保险行业，实现秒级定损，准确率达95%以上！速度比传统流程提升4000倍！  人脸识别技术精准度达99.8%，应用场景超200个。  只要你：懂AI，爱技术，有能力，肯创造。欢迎更优秀的你，加入我们！     后台开发工程师：   岗位职责：  1.从事前沿人工智能、深度学习技术研发  2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发  3.设计并实现基于CUDA的分布式深度学习系统  岗位要求：  1.重点大学硕士及以上学位 ，博士优先，要求本硕博211以上或者海外高校  2. 熟悉数据库常用操作及调优。  3. 熟悉并行计算及分布式计算。  4. 熟悉消息队列及其使用。  5. 精通计算机网络基础。  6. 精通常用数据结构与算法。  7. 在开源社区活跃，有发布popular project或相关PR者优先。  8. 有过相关前端（Web、Android、iOS）经验者优先。     工作地点：深圳.  另：实习生需一个月内到岗，每周五天全职实习且实习三个月以上，实习补贴300元/天，有实习留用机会。  欢迎投递简历噢","北京-朝阳区-平安大厦","2018-08-13 19:31:07"
"欢聚时代（YY Inc）","计算机视觉深度学习算法工...","25k-45k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","09:29  ","技术大牛,发展空间,福利多多","岗位职责：","北京-海淀区-学院路-知春路7号致真大厦C座11层","2018-08-13 19:31:10"
"云之梦科技研发","算法工程师","18k-35k","深圳 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 图像处理","09:04  ","薪资待遇好,福利好,团队年轻"," ","深圳-南山区-南山医院-后海大道2388号怡化金融科技大厦10层","2018-08-13 19:31:13"
"贝壳","计算机视觉算法工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","算法","2018-08-08  ","免费三餐,六险两金,行业翘首,大牛云集","工作职责:1. 负责贝壳找房一系列图像/图片相关工作，包括但不限于场景识别，人脸识别，目标检测，图像检索，OCR等问题2. 负责算法的工程化、产品化工作3. 关注计算机视觉领域的最新研究进展，跟踪、调研前沿动态任职资格:1. 本科及以上学历；2. 计算机基础知识扎实，熟练掌握 Python，C/C++，SHELL 等编程语言；3. 熟悉计算机视觉基本理论知识，并具备至少1年以上的相关工作经验；4. 掌握深度学习基本理论知识，并具有相关建模调优经验；5. 有图像处理领域相关竞赛经验者优先；6. 具有良好的学习能力、时间和流程意识，工作沟通坦诚直接，不惧挑战，不藏着掖着。","北京-海淀区-西二旗-上地六街数字传媒大厦","2018-08-13 19:31:16"
"格灵深瞳安防人脸产品部","资深前端开发工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","前端开发","2018-08-08  ","带薪年假,午餐补助,定期体检,发展空间大","关于我们：","北京-海淀区-西三旗-宝盛南路1号院奥北科技园","2018-08-13 19:31:18"
"道通智能航空视觉部","视觉算法工程师","20k-40k","深圳 ","经验不限","硕士及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","09:10  ","绩效奖金,年终奖,技术大牛,氛围好","任职要求：","深圳-南山区-广东深圳南山区西丽学苑大道1001号南山智园B1栋9楼","2018-08-13 19:31:21"
"猎豹移动","高级销售经理&总监（华...","15k-30k","武汉 ","经验5-10年","大专及以上","全职","企业服务 | 部门管理 | 战略管理 | 事业部经营","2018-08-06  ","人工智能,上市公司,丰厚福利","工作职责:1、负责国内人工智能解决（人脸识别系统、语音交互系统等解决方案）、机器人市场的挖掘、拓展，完成相应的业绩任务。2、挖掘、拓展有市场资源和资金实力的渠道商，拓展大客户。3、维护代理、大客户关系、日常拜访客户，及时了解、处理渠道商、直接客户问题反馈。4、收集、分析竞争对手技术、商务信息，为项目商务决策提供支撑。5、完成订单合同流程，市场的需求等预测。7、服从工作安排，定期反馈项目进展、汇报日常工作。任职资格:1、大专以上学历，工科类如电力、电子、计算机、能源、自动化等专业；2、5年以上经验，具有相关行业区域复杂系统销售工作经验和团队管理经验；3、了解相关行业及国家政策，熟悉人工智能解决（人脸识别系统、语音交互系统等解决方案）、机器人市场运作流程者优先。4、有一定企业、金融政府行业企业客户资源、有人工智能（人脸识别系统、语音交互系统）等解决方案、机器人市场工作经验者优先。5、外形气质好，有较好的业务能力、沟通协调及处理突发事件的能力；6、具有很强的开拓精神、创新精神、吃苦耐劳，能坚持大区内经常出差，有较强的承压能力；","武汉-江岸区-三阳路-解放大道1208号","2018-08-13 19:31:24"
"中科智王科技（深圳）有限公司研发部","软件工程师（图像处理算法...","10k-15k","深圳 ","经验3-5年","硕士及以上","全职","软件开发","11:40  ","五险一金,双休","职位要求备注：需要涉及图像算法和生物医学算法","深圳-南山区-深圳湾-深圳湾科技生态园9栋A座-1(2901室）","2018-08-13 19:31:27"
"七牛云人工智能实验室","AI项目经理","15k-30k","上海 ","经验3-5年","本科及以上","全职","项目管理","10:57  ","六险一金 免费健身 绩效奖金 弹性工作","工作职责:","上海-浦东新区-张江-金科路2889弄长泰国际广场A座10层","2018-08-13 19:31:30"
"斯科德销售部","业务拓展","4k-6k","北京 ","经验不限","大专及以上","全职","销售 | 商务拓展 | 信息安全 | 其他 | 销售顾问 | 软件销售","3天前  ","绩效奖金,销售提成,全勤奖金,双休五险","【岗位职责】","北京-海淀区-中关村-海淀路19-1号中成大厦716","2018-08-13 19:31:33"
"上海贤库技术研发","高级算法工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 图像处理","2018-08-06  ","大平台,技术大牛,高薪福利","职责描述：","北京-朝阳区-北辰世纪中心","2018-08-13 19:31:36"
"世纪晟","算法工程师","20k-35k","广州 ","经验1-3年","硕士及以上","全职","机器学习 | 模式识别 | 算法","09:02  ","产品收益,员工福利多,年终奖,扁平化管理","岗位职责：1、负责公司项目人脸识别（AFR）技术的算法研究和系统开发；2、通过持续优化人工智能识别算法和机器学习模型，提升人脸识别的准确度和效率，提升应用的客户感知； 3、负责人脸识别的研发、产品化落地，降低开发成本； 4、人脸识别，活体检测，图像识别等动态技术的开发5、深度算法研究；","广州-天河区-冼村街谭村路350号跑马地大厦9楼西区","2018-08-13 19:31:39"
"平安科技","后台开发工程师","5k-7k","上海 ","经验应届毕业生","硕士及以上","实习","人工智能 | 深度学习 | 其他","16:02  ","深度学习","介绍:   平安作为世界领先的金融企业,于1988年诞生于深圳蛇口，是中国第一家股份制保险企业，至今已经发展成为金融保险、银行、投资等金融业务为一体的整合、紧密、多元的综合金融服务集团。2016年在世界500强企业中排名第41位，中国大陆非国有制企业中排名第一。平安科技是平安集团下全资子公司，是集团高科技核心和创新孵化器，也是国际领先的互联网+金融公司。  深度学习助力科技发展，引领平安金融  团队成员来自MIT,普林斯顿，UCLA，清华，浙大等国内外高校，智能引擎部将伴你与牛人同行  你将从事声纹识别、语音识别、计算视觉、图像处理等算法及系统研究等方面，  设计实现基于CUDA的分布式深度学习系统。  目前的成果，声纹识别，准确率业界领先，毫秒级计算速度，构建亿级+大声纹库，提供全行业身份认证方案。  图片识别，已助力保险行业，实现秒级定损，准确率达95%以上！速度比传统流程提升4000倍！  人脸识别技术精准度达99.8%，应用场景超200个。  只要你：懂AI，爱技术，有能力，肯创造。欢迎更优秀的你，加入我们！     后台开发工程师：   岗位职责：  1.从事前沿人工智能、深度学习技术研发  2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发  3.设计并实现基于CUDA的分布式深度学习系统  岗位要求：  1.重点大学硕士及以上学位 ，博士优先，要求本硕博211以上或者海外高校  2. 熟悉数据库常用操作及调优。  3. 熟悉并行计算及分布式计算。  4. 熟悉消息队列及其使用。  5. 精通计算机网络基础。  6. 精通常用数据结构与算法。  7. 在开源社区活跃，有发布popular project或相关PR者优先。  8. 有过相关前端（Web、Android、iOS）经验者优先。     工作地点：深圳.  另：实习生需一个月内到岗，每周五天全职实习且实习三个月以上，实习补贴300元/天，有实习留用机会。  欢迎投递简历","上海-浦东新区-梅园-崂山路","2018-08-13 19:31:55"
"华谊光标","算法应用开发工程师 （偏系...","30k-40k","福州 ","经验3-5年","本科及以上","全职","算法 | 架构师 | 大数据 | 云计算 | 人工智能 | 建模","2018-08-08  ","补充医疗,13薪,奖金丰厚,五险一金","岗位职责","福州-长乐-数字福建产业园东湖路33号2号研发楼","2018-08-13 19:32:01"
"七牛云人工智能实验室","AI产品经理","20k-35k","上海 ","经验3-5年","本科及以上","全职","云计算 | 产品设计","10:57  ","六险一金 免费健身 绩效奖金 弹性工作","工作职责:","上海-浦东新区-张江-长泰广场A座10楼","2018-08-13 19:32:05"
"臻识科技市场部","插画设计专员","4k-6k","成都 ","经验1-3年","大专及以上","全职","媒体 | 手绘 | 插画","10:51  ","公司氛围好,领导牛","工作职责：","成都-武侯区-交子大道300号ICP环汇商业广场","2018-08-13 19:32:08"
"因为科技大数据","c#软件开发工程师","5k-8k","无锡 ","经验1-3年","本科及以上","全职","C#/.NET","3天前  ","周末双休,弹性工作,五险一金,带薪年假","岗位职责：","无锡-滨湖区-荣巷-滴翠路100号530大厦1号楼1404室","2018-08-13 19:32:13"
"登虹硬件产品研发部","AI算法优化工程师","25k-50k","杭州 ","经验3-5年","大专及以上","全职","视频 | 硬件制造 | 软件开发 | 嵌入式","2018-08-09  ","AI,音视频,嵌入式,优化","岗位职责： 1、对图像算法，人脸检测，人脸识别，车牌识别或语音识别，声源定位算法在","杭州-西湖区-西斗门路3号天堂软件园A幢","2018-08-13 19:32:16"
"泰尔上海机器人系统有限公司研发部","移动端开发工程师","10k-20k","上海 ","经验1-3年","本科及以上","全职","移动端","2018-08-02  ","氛围好,平台大,激励多多","做过人脸识别、相机APP相关的移动端开发工作；","上海-闵行区-莘庄-友东路288号","2018-08-13 19:32:19"
"数据堂创新业务部","新媒体运营经理","10k-20k","北京 ","经验3-5年","本科及以上","全职","大数据 | 新媒体运营","3天前  ","五险一金,定期体检,绩效奖金,年终奖金","@我们通过众包为科技最前沿的企业人工智能算法的研究采集和结构化标注数据，未来无人驾驶、人脸识别、语音识别等技术革新出一份儿力。","北京-海淀区-中关村大街18号互联网创新教育中心18层","2018-08-13 19:32:21"
"涂鸦智能开发部","机器学习/深度学习工程师","25k-50k","杭州 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 算法","2018-08-06  ","氛围轻松,行业前景好,产品优秀,精英团队","岗位职责：","杭州-西湖区-古墩路-古墩路87号浙商财富中心3号楼7-8层","2018-08-13 19:32:24"
"猿巨人软件部","软件研发经理","10k-20k","深圳 ","经验3-5年","本科及以上","全职","云计算 | 移动互联网 | 技术管理 | 部门管理 | 领导力 | 团队建设","3天前  ","五险一金,加班补助,全勤奖,员工旅游","［职位描述］","深圳-南山区-西丽-西丽茶光路健兴科技大厦A座三楼","2018-08-13 19:32:27"
"寒武纪科技产品软件","深度学习平台方案工程师 (...","18k-36k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习","2018-08-06  ","扁平化,领导好","岗位职责：","北京-海淀区-学院路-知春路7号致真大厦D座11层","2018-08-13 19:32:30"
"同程艺龙","图像算法","25k-50k","苏州 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 模式识别","2018-08-09  ","谈笑有大牛，往来无白丁","工作职责：","苏州-工业园区-独墅湖-裕新路188号同程大厦","2018-08-13 19:32:33"
"古川互娱研发部","图像算法工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","人工智能 | 图像处理 | 模式识别","2018-08-07  ","团队氛围好,挑战高薪","任职要求：","杭州-余杭区-海智中心","2018-08-13 19:32:36"
"小鹿医馆研发中心","机器学习工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","图像处理 | 机器学习 | 深度学习 | 移动互联网 | 医疗健康 | 算法","2018-07-31  ","成长空间大,团队气氛好,期权激励,发展迅速","小鹿医馆是红点创投（奇虎360、Netflix早期投资机构）、创新工场（李开复博士创办）、晨兴创投（小米、UC、微医早期投资机构）、IDG创投（腾讯、百度、小米投资机构）联合投资的新兴移动医疗品牌。专注精品医生和医疗服务，在线不适调理，精品约见。从2016年初创建以来，发展迅速，已获两亿元 B轮融资。","北京-海淀区-华东路艺海大厦","2018-08-13 19:32:39"
"金证股份大客户服务部","c++开发工程师","12k-18k","深圳 ","经验3-5年","本科及以上","全职","C++","09:43  ","上市公司,大型项目,薪资福利好,年度加薪","1、3年以上工作经验 ，精通c/c++，熟悉python； ","深圳市-福田区-购物公园-金融中心","2018-08-13 19:32:43"
