"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"上海青客IT","算法工程师","25k-35k","上海 ","经验3-5年","本科及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","09:12  ","年终奖 季度奖 生日会 调休假","岗位职责： ","上海-徐汇区-龙华中路596号绿地中心A座905","2018-08-13 23:21:00"
"触达信息技术研发部","算法工程师","10k-20k","苏州 ","经验不限","本科及以上","全职","算法 | 数据分析 | 数据处理","17:21  ","五险一金,年底双薪,带薪年假,节日福利","岗位职责：","苏州-工业园区-独墅湖-国际科技园五期（独墅湖高教区）","2018-08-13 23:21:07"
"36氪","算法工程师","25k-35k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 建模","11:44  ","定期体检,带薪年假,发展空间大,五险一金","岗位职责:","北京-朝阳区-工体-骏豪中央广场A1座6层","2018-08-13 23:21:13"
"深圳市迅享科技有限公司技术部","算法工程师","18k-25k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 算法","20:59  ","五险一金,弹性上班,氛围好,期权激励","岗位描述： 1. 负责外卖平台的外卖订单自动调度系统的研究与实现","深圳-南山区-科技园-常兴路83号国兴大厦20楼2002","2018-08-13 23:21:16"
"新浪微博微博研发中心","算法工程师","20k-35k","北京 ","经验1-3年","硕士及以上","全职","广告营销 | 大数据 | 算法 | 数据挖掘","10:26  ","大平台福利,带薪年假,出境游,六险一金","岗位职责:","北京-海淀区-北京大学-中关村软件园新浪总部大厦","2018-08-13 23:21:21"
"微拍堂AI部","算法工程师","20k-35k","杭州 ","经验5-10年","本科及以上","全职","算法 | 数据挖掘","09:58  ","六险一金,周末双休,弹性工作,保底14薪","岗位职责：","杭州-西湖区-西湖-文三路408号中电大楼","2018-08-13 23:21:25"
"联想集团","算法工程师","18k-35k","北京 ","经验3-5年","硕士及以上","全职","算法 | 数据挖掘","09:04  ","发展前景好,福利完善,平台大","Position Description:","北京-海淀区-联想总部(北京)园区","2018-08-13 23:21:29"
"四维图新自动驾驶研发部","算法工程师","10k-20k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 模式识别 | 算法","10:23  ","核心部门核心岗位；技术氛围浓厚","1.负责无人车软件开发","北京-海淀区-西北旺-四维图新大厦","2018-08-13 23:21:32"
"京东集团汽车后市场部门","搜索引擎/算法工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","汽车 | 机器学习 | 深度学习 | NLP | 算法","3天前  ","京东","工作职责:","北京-通州区-京东大厦","2018-08-13 23:21:49"
"京东金融","算法工程师","25k-40k","北京 ","经验3-5年","本科及以上","全职","大数据 | 软件开发","11:55  ","班车,餐补","职责描述：","北京-大兴区-京东总部","2018-08-13 23:21:55"
"趣头条技术部","算法工程师","25k-50k","上海 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘","21:53  ","平均16薪,六险一金,餐补,不打卡","岗位职责：1. 改进产品的资讯内容推荐系统，优化用户的阅读体验;2. 分析基础数据，挖掘用户兴趣、文章价值，增强推荐系统的预测能力;3. 负责内容推荐算法和基础框架的选型及搭建，负责团队人才的培养;岗位要求1. 2年以上互联网推荐算法领域实践，对推荐系统中相关性及相关算法设计、实现有较深的经验与理解； 2. 熟悉最优化的基础理论，能够将业务问题转化成相关的优化问题并求解，深刻理解并独立实现过相关算法（回归、决策树、分类问题、深度神经网络、图模型，概率统计，最优化方法等）3. 对机器学习算法，分布式迭代程序的设计有深刻的理解和丰富的实战经验4. 良好的业务理解能力和逻辑思维能力，能够从海量数据中发现关键特征，有很强的系统设计和架构能力，出色的问题分析及解决能力5. 较强的团队及项目管理能力及沟通能力，能有效设定阶段性目标，并带领团队有序推进。 ","上海-浦东新区-申江路5005弄星创科技广场","2018-08-13 23:22:00"
"上海青客IT","算法工程师","30k-60k","上海 ","经验1-3年","硕士及以上","全职","人工智能 | 算法","09:12  ","高薪，办公环境，年终奖","岗位职责：","上海-徐汇区-龙华-龙华中路596号绿地中心A座1505","2018-08-13 23:22:07"
"金山办公软件金山办公KSO","NLP-算法工程师","20K-40K","武汉 ","经验5-10年","本科及以上","全职","大数据 | 机器学习 | 深度学习 | NLP | 算法","09:07  ","技术氛围好,薪资福利好,年终奖金,年度旅游","岗位职责：","武汉-东湖新技术开发区-小米/金山武汉总部：光谷金融港B24栋","2018-08-13 23:22:11"
"浙江新再灵科技股份有限公司","算法工程师","20k-30k","杭州 ","经验1-3年","硕士及以上","全职","算法","08:34  ","五险一金,周末双休,年终奖金,扁平化管理","工作职责： 负责模式识别相关算法的研究与实现。职位要求：1、硕士及以上学历，计算机、模式识别、应用数学类专业； 2、对模式识别、图像处理以及计算机视觉有较深入的理解与认识；3、具有较好的数学功底； 4、熟练掌握C/C++，有一定的编程基础；5、具有较强的技术文献收集能力，以及良好的英语阅读能力；6、有实际项目开发经验者优先。","杭州-滨江区-长河-长河街道东流路1805号格林费尔","2018-08-13 23:22:16"
"德聚智能","算法工程师","20k-35k","深圳 ","经验3-5年","本科及以上","全职","移动互联网","15:18  ","平台好,薪资高","工作职责：负责智能滑板车载传感器的数据融合工作。","深圳-南山区-科技园-科技园科兴科学园A1单元2007","2018-08-13 23:22:19"
"Face++FaceID/Face++业务部","算法工程师","25k-45k","北京 ","经验3-5年","本科及以上","全职","深度学习 | 图像处理 | 计算机视觉 | 算法","14:36  ","人工智能,大牛团队,机会多,妹子多","工作职责:1.Advance the state of the art in computer vision and machine/deep learning.2.Build key applications in computer vision and machine/deep learning.3.Deploy the technologies (e.g., OCR, liveness detection, face clustering, gaze/gesture recognition, face recognition on mobile) in real-world business scenarios.任职资格:1.Background: machine/deep learning, computer vision (e.g., classification, detection, segmentation, tracking, and 3D reconstruction); image or signal processing; computational photography; computer graphics; hardware; mobile and embedded systems.2.Solid coding skills.3.Knowledgeable on the latest research publications, public benchmarks, and open source systems.4.Self-motivated, good communication skills, and good team player.5.Being familiar with one of ""script"" languages like Python is a plus.6.Having experience on deep learning frameworks (e.g, Caffe, TensorFlow, MXNet, Torch) is a plus.7.Having the research experience (e.g., the author of one or more conference or journal papers) is preferred in the following areas: deep learning, computer vision, video analysis, 3D reconstruction/SLAM, computer graphics, NLP, hardware, and mobile and embedded systems.","北京-海淀区-北京市海淀区融科资讯中心A座3层","2018-08-13 23:22:23"
"RulerTech然诺技术部","算法工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","人工智能 | NLP | 算法","11:42  ","平台开放,梦想激情,薪酬丰厚,个人成长","职位职责","北京-朝阳区-望京-摩托罗拉大厦5楼","2018-08-13 23:22:26"
"REDEFINE研发部","算法工程师","25k-40k","北京 ","经验3-5年","本科及以上","全职","算法","10:07  ","五险一金,补贴,弹性工作,行业大牛","任职要求","北京-朝阳区-望京-望京大厦C坐4楼","2018-08-13 23:22:33"
"奥园奥买家技术","算法工程师","10k-20k","广州 ","经验3-5年","本科及以上","全职","算法 | 数据挖掘","18:09  ","五险一金 季度团建 体检","岗位职责：","广州市市市-番禺区-钟村-汉溪长隆地铁c出口奥园城市天地负一层整层奥买家办公室","2018-08-13 23:22:36"
"BrainCo.lnc","算法工程师","25k-40k","深圳 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 模式识别 | 语音识别","16:16  ","名企孵化,强大团队,交通便利,丰厚待遇","工作职责：","深圳-南山区-科技园北区清华信息港科研楼403","2018-08-13 23:22:40"
"云粒智慧","云粒智慧-算法研发","15k-30k","北京 ","经验1-3年","硕士及以上","全职","图像处理 | 语音识别 | 算法 | 数据挖掘","18:26  ","算法,NLP,图像、语音,数据挖掘","岗位说明","北京-西城区-西单-西城区","2018-08-13 23:22:43"
"好价产品部","算法工程师","10k-20k","北京 ","经验3-5年","本科及以上","全职","大数据 | 数据分析","16:22  ","扁平管理,股票期权,产品造血,岗位晋升","岗位职责","北京-朝阳区-CBD-双井地铁站A口出向北步行3分钟，富力双子座B座2702","2018-08-13 23:22:47"
"悠易技术部","算法工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","广告营销 | 算法 | 数据挖掘","10:43  ","六险一金 海外年会 股票期权 节日福利","工作职责：","北京-朝阳区-呼家楼-东三环中路1号北京环球金融中心东塔5层511","2018-08-13 23:22:51"
"京东集团商业提升事业部-质量部","算法工程师","35k-70k","北京 ","经验3-5年","硕士及以上","全职","广告营销 | 机器学习 | 深度学习 | 算法","15:42  ","发展好,平台大,机会多,待遇好","岗位职责：","北京-朝阳区-北辰世纪中心A座","2018-08-13 23:23:06"
"上海青客IT","算法工程师","25k-50k","上海 ","经验3-5年","硕士及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","09:12  ","项目奖，年终奖，年假，住房补贴，办公环境","岗位职责： ","上海-徐汇区-龙华中路596号绿地中心A座905","2018-08-13 23:23:09"
"Face++研究院","SLAM/VIO/三维重建算法研究员","30k-50k","北京 ","经验1-3年","本科及以上","全职","地图 | 算法","14:36  ","大牛多,空间大","工作职责:1. 研究和开发视觉 SLAM、VIO、三维重建算法；2. 研究视觉与 IMU、码盘、激光等多传感器融合算法与高精地图重建。","北京-海淀区-北京市海淀区融科资讯中心A座3层","2018-08-13 23:23:13"
"天壤智能技术部","算法工程师","25K-50K","杭州 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 搜索 | 图像处理","10:32  ","提供餐饮,竞争力薪酬,带薪年假,mac标配","职位描述：","杭州-西湖区-西溪-西溪谷A幢10楼","2018-08-13 23:23:16"
"华院数据分维产品中心","算法工程师","15k-25k","上海 ","经验1-3年","硕士及以上","全职","信息安全 | NLP | 算法 | 数据挖掘","16:20  ","六险一金,年度旅游,10天年假,学院氛围","岗位职责：","上海-静安区-万荣路1268号云立方A座9F","2018-08-13 23:23:20"
"医渡云（北京）技术有限公司技术部","算法工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","征信 | 算法 | 数据挖掘 | 数据分析","13:00  ","七险一金,免费三餐,租房补助,十四薪","岗位职责：","北京-海淀区-学院路-牡丹园健康智谷","2018-08-13 23:23:23"
"Club Factory数据&中台","算法工程师","10k-20k","杭州 ","经验1-3年","硕士及以上","全职","算法","09:31  ","弹性工作,周末双休","职位描述：","杭州-西湖区-古荡-文三路478号华星时代广场A座","2018-08-13 23:23:26"
"CLPS研发","算法工程师","27k-35k","上海 ","经验5-10年","硕士及以上","全职","算法","09:24  ","年底双薪,带薪年假,定期培训","Responsibilities：","上海-浦东新区-张江-张江高科技园区郭守敬路498号浦东软件园","2018-08-13 23:23:30"
"美柚开发类","算法工程师-推荐方向","10k-20k","厦门 ","经验1-3年","本科及以上","全职","软件开发","08:47  ","个性化推荐","岗位职责：","厦门-思明区-软件园二期望海路4号之一103","2018-08-13 23:23:33"
"RulerTech然诺","算法工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","推荐 | 搜索 | 深度学习 | 视频 | 直播","16:47  ","五险一金,周末双休","职位职责","北京-朝阳区-望京-望京摩托罗拉大厦","2018-08-13 23:23:37"
"亚美技术部","算法工程师","20k-35k","广州 ","经验1-3年","本科及以上","全职","大数据 | Java | 算法 | 数据挖掘","10:24  ","五险一金,13薪,年终奖,周末双休","岗位职责：","广州-天河区-五山-翰景路1号金星大厦6楼","2018-08-13 23:23:41"
"和信贷智能投顾","算法工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","金融 | Python","10:14  ","美国上市,绩效奖金,带薪年假,活动团建","岗位职责：","北京-朝阳区-大望路-建国路甲92号世茂大厦C座11层","2018-08-13 23:23:48"
"华卓科技研究院","算法工程师","15k-25k","杭州 ","经验1-3年","硕士及以上","全职","算法 | 机器学习 | 模式识别 | 医疗健康","18:08  ","医疗AI,算法实现","职位描述：","杭州-下城区-东新路-新天地尚座东楼17层","2018-08-13 23:23:51"
"奇虎360金融数据智能部","算法工程师","30k-55k","北京 ","经验3-5年","本科及以上","全职","算法","17:58  ","福利好，平台大","职位描述：","北京-朝阳区-酒仙桥-酒仙桥6号院360大厦","2018-08-13 23:23:57"
"云脑科技AI软件研发部","算法工程师","18k-36k","北京 ","经验3-5年","硕士及以上","全职","数据挖掘 | 算法 | 机器学习","11:40  ","五险一金,零食饮料,弹性工作,硅谷团队","工作职责：","北京-朝阳区-工体-东直门外斜街56号文创园2号楼2层cloudbrain","2018-08-13 23:24:00"
"京东集团大数据与智能供应链","算法工程师-深度学习方向","30k-60k","北京 ","经验3-5年","本科及以上","全职","视频 | 深度学习 | 算法","2018-07-19  ","竞争力薪酬,平台有挑战,团队氛围好","职位描述：1. 参与构建以客户服务为核心的人货场基础标签体系，负责特定需求的深度学习算法解决方案。2、负责针对业务问题场景，设计和实现具体应用的深度学习模型/策略/算法，改进业务。3、深度研究文本、图片、视频等多种内容数据的语义理解的算法和技术，完成相关标签学习。任职要求1、计算机/通信/电子/数学/物理专业硕士以上，学历高者优先，发表过相关领域高品质论文者优先第一或第二作者优先2、熟悉主流开源框架,如caffe/tensorflow等，丰富的机器学习、图像识别/自然语言处理等相关经验3、熟悉机器学习常用算法，很强的动手开发能力，精通Python/R/Matlab之一，熟悉Tensorflow/Keras的开发部署4、熟悉神经网络理论，熟练使用TensorFlow、Keras进行建模和训练。熟悉CNN\RNN\LSTM\ReinforcedLearning原理。5、很强的逻辑分析、问题定位、数学推理能力，以及求知欲和快速学习能力6、在GitHub等平台上有好的开源项目贡献值优先","北京-通州区-京东大厦","2018-08-13 23:24:15"
"轻松筹技术中心","算法工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 算法","10:08  ","技术大咖,气氛好,弹性工作,交通便利","岗位职责：1. 负责自动化审核系统相关文本挖掘算法的设计与实现2. 与应用服务器开发工程实现算法在系统中的应用任职要求：1. 信息检索、自然语言处理、文本挖掘、机器学习、模式识别、软件工程等相关专业，本科学历，2年+的算法经验；2. 熟练掌握perl/python等脚本语言，有Linux平台的开发经验；3. 具备丰富的数据分析、机器学习等相关领域的实践或研发经验；4. 至少熟练掌握统计机器学习中的两三种以上的算法，熟悉文本分类算法，并且有过应用的案例；5. 熟悉常见开发算法工具者优先；6. 能够阅读基本的技术文献；7. 具有良好的沟通能力和逻辑思维能力，积极主动，能够独立承担开发任务。","北京-东城区-和平里-歌华大厦B座10层1021","2018-08-13 23:24:19"
"前嗅网络技术","算法工程师","6k-12k","天津 ","经验不限","本科及以上","全职","后端开发 | 算法","10:42  ","弹性工作制，12薪-20薪","职位要求：","天津-和平区-荣业大街-万兆科贸产业大厦","2018-08-13 23:24:21"
"竹间智能科技(上海)有限公司研发部","算法工程师","20k以上","上海 ","经验不限","硕士及以上","全职","视频 | Java | 数据挖掘","10:12  ","年底双薪 股票期权 五险一金 弹性工作","岗位职责：","上海-徐汇区-田林-宜山路700号B2幢20层","2018-08-13 23:24:26"
"百旺金赋研发中心","算法工程师","10k-20k","武汉 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","09:59  ","双休,五险一金,免费班车","岗位要求：","武汉-东湖新技术开发区-花城大道武汉软件新城A6二层","2018-08-13 23:24:29"
"运满满","算法工程师","30k-60k","上海 ","经验3-5年","本科及以上","全职","算法","1天前  ","独角兽,福利好,牛人多,晋升机制完","⼯作职责：1. 分析货源、⻋辆及⽤户⾏为数据，从中发现问题，并给出解决⽅案。2. 设计推荐、定价、⻛控、个性化⼴告投放等模型，提⾼CT R、定价精度、成交率等核⼼指标。3. 通过AB实验评估模型效果，并通过实验中反映的问题不断迭代模型。4. 实现模型并上线，保证模型的正确性与稳定性。5. 总结在模型设计⽅⾯的⼯作成果，定期进⾏论⽂发表、对外宣讲以及专利申请。","上海-长宁区-北新泾-虹桥国际科技广场b栋606-607室","2018-08-13 23:24:32"
"帝仪科技","算法工程师","15k-30k","上海 ","经验1-3年","硕士及以上","全职","算法 | 数据挖掘 | 数据分析","13:31  ","算法,数据挖掘","岗位职责：负责信号去噪/ 脑电算法/ 模式识别/ 自适应学习研究等。","上海-徐汇区-云锦路600号航运大厦10楼","2018-08-13 23:24:35"
"网信集团AI实验室","算法工程师","20k-40k","北京 ","经验不限","本科及以上","全职","人工智能","09:39  ","算法","岗位职责：","北京-朝阳区-三元桥-霄云路28号院网信大厦A座","2018-08-13 23:24:39"
"广东亿迅大数据创新中心","算法工程师","20k-40k","广州 ","经验10年以上","硕士及以上","全职","大数据 | 视频 | 机器学习 | 算法","08:29  ","公司规模大,发展空间大,五险一金","岗位职责：1. 负责机器学习深度学习平台搭建与优化。2、利用相关技术和算法，提供文本分析相关的基础方案与服务；3、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；4、负责数据和业务的紧密集合。5、基于深度学习的目标检测、识别、场景理解、视频分析相关算法的研究、实现和完善。","广州-海珠区-阅江西路218、220号广州国际媒体港写字楼西港","2018-08-13 23:24:45"
"美团点评到店餐饮","算法","20k-40k","北京 ","经验5-10年","本科及以上","全职","大数据 | 数据挖掘 | 机器学习","3天前  ","五险一金","岗位职责：","北京-朝阳区-望京-望京","2018-08-13 23:24:49"
"天英教育研发中心","算法工程师","10k-18k","深圳 ","经验1-3年","本科及以上","全职","软件开发 | C++","09:19  ","核心岗位,公司级项目","任职要求：","深圳-南山区-学苑大道1001号南山智园C2栋14楼","2018-08-13 23:24:52"
"贝壳","数据/算法工程师","35k-70k","北京 ","经验3-5年","本科及以上","全职","Hadoop | 算法 | 数据挖掘 | DBA","13:49  ","15薪,13天年假,免费三餐,期权激励","工作职责:1.负责业务核心产品的机器学习和数据分析模型/策略/算法的设计2.负责利用历史数据通过模型预测未来趋势，及特征工程方向的深入研究3. 负责算法的工程化、产品化工作4.关注机器学习、数据挖掘、人工智能等方向前沿研究，并能将具体场景建模后与之结合快速工程化并落地任职资格:1.搜索算法、监控算法、图像算法、机器学习、深度学习、数据挖掘、数据分析（反诈骗）、大数据研发（Java方向）等岗位均有初/中/高/架构等级别HC，高级别薪资可谈2. 计算机或数学相关专业，本科及以上学历，1年以上工作经验3. 优秀的数据分析能力，扎实的数据结构和算法功底4. 较强的学习能力，具备较好的沟通和表达能力5. 熟练使用下面至少一种常用编程语言：PYTHON、GO、JAVA6. 具有统计和数据挖掘背景，熟悉常用数据挖掘相关算法（LR、GBDT、KMEANS等）和深度学习相关模型7. 有用户增长领域对用户状态和用户价值进行建模经验者优先","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 23:24:57"
"源杉FIR.ai数据科技及算法","算法工程师","30k-60k","上海 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘 | 数据分析","09:30  ","金融科技,期权激励,大牛团队","职位描述：","上海-杨浦区-长阳路-长阳创谷","2018-08-13 23:25:00"
"灵机文化技术中心","算法工程师","15k-20k","广州 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","09:03  ","无息贷款30W 期权分红","“灵机科技研究院”","广州-天河区-东圃-广州市天河区黄埔大道中309号羊城创意园3-08栋三楼A区","2018-08-13 23:25:05"
"叮咚买菜","算法工程师","25k-35k","上海 ","经验3-5年","本科及以上","全职","算法 | 数据分析","1天前  ","弹性办公,扁平化管理,交通便利,发展空间大","职位描述：","上海-浦东新区-张江-碧波路690号张江微电子港9号楼302室","2018-08-13 23:25:09"
"京东集团大数据","高级大数据挖掘/算法工程师","25k-50k","成都 ","经验5-10年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","2018-08-01  ","弹性工作,空间大,带薪年假,牛人多","岗位职责：","成都-武侯区-西部智谷","2018-08-13 23:25:26"
"美团点评无人配送","无人车-控制算法","25k-40k","北京 ","经验3-5年","硕士及以上","全职","地图 | 算法","11:08  ","技术大牛","工作职责• 融合传感器感知信息、定位数据、地图信息，研发真实道路和交通条件下的无人驾驶规划算法• 开发满足复杂场景和任务要求的无人驾驶规划算法• 开发无人驾驶系统纵横向控制算法","北京-朝阳区-望京-望京东路4号","2018-08-13 23:25:30"
"运满满","算法工程师","30k-50k","上海 ","经验3-5年","本科及以上","全职","算法","1天前  ","大平台,福利好","工作职责:⼯作职责：1. 分析货源、⻋辆及⽤户⾏为数据，从中发现问题，并给出解决⽅案。2. 设计推荐、定价、⻛控、个性化⼴告投放等模型，提⾼CT R、定价精度、成交率等核⼼指标。3. 通过AB实验评估模型效果，并通过实验中反映的问题不断迭代模型。4. 实现模型并上线，保证模型的正确性与稳定性。5. 总结在模型设计⽅⾯的⼯作成果，定期进⾏论⽂发表、对外宣讲以及专利申请。任职资格:任职资格：1. 计算机、数学、物理、⾃动化专业，本科及以上学历，2年以上⼯作经验。2. 精通数据分析与模型设计，对算法有极⼤热情，具备良好的⽂献学习能⼒。3. 精通分类、聚类、拟合等常⻅机器算法。对特征选择有深⼊研究和丰富实战经验。4. 对推荐系统、定价、时间序列预测、路线规划的理论有深⼊了解。并⾄少应⽤其中⼀项解决过实际问题。5. 熟练掌握⼀种主流机器学习开发⼯具，如sklearn、spark mllib、T ensorFlow，对机器学习算法实现有丰富经验。6. 熟悉数据结构与编程算法。7. 熟练掌握⼀种主流编程语⾔，如JAVA、Pyt hon、C++。","上海-长宁区-北新泾-虹桥国际科技广场b栋606-607室","2018-08-13 23:25:33"
"商汤科技手机产品","高级产品经理-拍照算法","20k-40k","深圳 ","经验5-10年","本科及以上","全职","产品设计 | 产品策划 | 用户研究","15:47  ","人工智能,独角兽企业,技术大牛多,工作氛围好","任职资格： ","深圳-南山区-深圳湾-南海大道1052号海翔广场","2018-08-13 23:25:36"
"梦思特","算法工程师","20k-35k","成都 ","经验3-5年","本科及以上","全职","大数据 | 数据挖掘 | 算法","13:31  ","弹性时间,带薪夏休,几乎不加班,出国机会","岗位职责：","成都-高新区-天府三街福年广场T1-7楼","2018-08-13 23:25:40"
"达西技术部","算法工程师","18k-35k","杭州 ","经验1-3年","本科及以上","全职","NLP | 人工智能 | 机器学习 | 深度学习","11:17  ","晋升空间,需求驱动,五险一金,双休","职位描述：","杭州-滨江区-滨盛路1508号海亮大厦1505","2018-08-13 23:25:44"
"轻松筹产品技术部","算法工程师","25k-40k","北京 ","经验3-5年","大专及以上","全职","大数据 | 金融 | 算法","10:08  ","五险一金，弹性工作，年底奖金","职位描述：","北京-东城区-和平里-歌华大厦B座10层1021","2018-08-13 23:25:47"
"云天励飞","算法工程师","9k-10k","深圳 ","经验应届毕业生","硕士及以上","全职","机器学习 | 深度学习 | 算法","09:48  ","高薪","岗位职责：","深圳-福田区-上步-上步中路1003号7层","2018-08-13 23:25:50"
"飞常准研发部","算法工程师","12k-24k","合肥 ","经验3-5年","硕士及以上","全职","旅游 | 机器学习 | 深度学习 | NLP | 图像处理","09:39  ","六险一金,周末双休,年终奖金,咖啡水果"," 1、计算机或者模式识别专业等相关专业；","合肥市市市-蜀山区-潜山路-潜山路新华国际广场A座17楼","2018-08-13 23:25:53"
"蜂泰技术中心","算法工程师","15k-30k","杭州 ","经验1-3年","本科及以上","全职","广告营销 | 算法 | 数据挖掘","09:29  ","股票期权,氛围轻松,公司规模大,发展空间大","岗位职责：1、通过海量数据挖掘、机器学习等方法，构建用户画像、个性化推荐、预测、 风险控制等系统；2、参与数据挖掘项目的设计、实现、算法调研、优化；3、用户分析、理解及建模，持续提升用户产品体验；4、调研并促进数据挖掘在公司多个业务领域的应用；职位要求：1、计算机、数学相关专业背景；2、2年以上算法、海量数据挖掘相关项目经验；3、熟练掌握C/C++/Java/Python/Go/Scala编程语言中的一种4、熟悉常用机器学习，数据挖掘，推荐系统等相关算法；5、有推荐系统、广告、搜索、用户画像、反作弊、预测算法等领域一项以上经验者优先；6、主动性强、学习能力强，易沟通，团队合作精神佳。","杭州-滨江区-长河-江虹路611号上峰电商产业园2-1幢3楼","2018-08-13 23:25:56"
"速腾聚创研发部","算法工程师","15k-25k","深圳 ","经验1-3年","硕士及以上","全职","软件开发 | C++","09:21  ","自动驾驶,解决方案","职责：","深圳-南山区-西丽-南山区桃源街道留仙大道1213号众冠红花岭工业南区1区速腾科技楼","2018-08-13 23:26:00"
"武汉佰钧成技术有限公司BU2","算法工程师","25k-40k","深圳 ","经验5-10年","本科及以上","全职","大数据","2天前  ","前沿技术,福利齐全,旅游团建","任职要求：","深圳-龙华新区-龙华新区清湖街道宝能科技园9栋C座7-9楼","2018-08-13 23:26:03"
"腾讯MIG","MIG15-叮当闲聊算法研究员","50k-100k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | NLP | 算法","2018-08-06  ","平台大,福利好,大咖多",,"深圳-南山区-腾讯大厦","2018-08-13 23:26:07"
"人人车技术中心","算法总监","30k-60k","北京 ","经验3-5年","硕士及以上","全职","大数据 | 数据挖掘 | 算法 | 机器学习","2018-07-31  ","最大互联网汽车服务交易平台","岗位职责:1.结合业务需求，负责规划和实现公司核心产品算法系统和模型的研发和优化；2.负责基础数据处理和算法的研发和优化，基于海量数据分析和挖掘，快速迭代算法，提升算法效果；3.跟踪互联网领域相关推荐或者机器学习算法发展趋势；4.带领算法团队并提升团队能力任职要求：1.三年以上机器学习、推荐系统相关从业经验；2.具有扎实的算法，机器学习，数据挖掘和NLP理论和技术基础，熟悉和应用过推荐算法或者机器学习前沿知识，能够结合业务创新性的提出解决方案；3.熟练掌握JAVA、C++，Python或R中的一门编程语言；4.熟练使用hadoop、hive，有Spark平台开发经验优先；5.熟悉机器学习原理与算法，能熟练运用分类、回归、排序等模型解决有挑战性的问题；6.有大规模机器学习优化项目经验；7.有较强的沟通能力、团队协调能力；8.强烈的责任感，对富有挑战性的工作充满热情。","北京-朝阳区-北苑-中国铁建广场B座","2018-08-13 23:26:11"
"贝壳","数据/算法工程师","30k-60k","北京 ","经验1-3年","本科及以上","全职","算法 | NLP | 搜索","14:47  ","15薪,大平台,三餐免费,健身房","工作职责:1.负责业务核心产品的机器学习和数据分析模型/策略/算法的设计2.负责利用历史数据通过模型预测未来趋势，及特征工程方向的深入研究3. 负责算法的工程化、产品化工作4.关注机器学习、数据挖掘、人工智能等方向前沿研究，并能将具体场景建模后与之结合快速工程化并落地任职资格:1.搜索算法、监控算法、图像算法、机器学习、深度学习、数据挖掘、数据分析（反诈骗）、大数据研发（Java方向）等岗位均有初/中/高/架构等级别HC，高级别薪资可谈2. 计算机或数学相关专业，本科及以上学历，1年以上工作经验3. 优秀的数据分析能力，扎实的数据结构和算法功底4. 较强的学习能力，具备较好的沟通和表达能力5. 熟练使用下面至少一种常用编程语言：PYTHON、GO、JAVA6. 具有统计和数据挖掘背景，熟悉常用数据挖掘相关算法（LR、GBDT、KMEANS等）和深度学习相关模型7. 有用户增长领域对用户状态和用户价值进行建模经验者优先","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 23:26:15"
"京东集团大数据","中级大数据挖掘/算法工程师","15k-30k","成都 ","经验3-5年","本科及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","2018-08-01  ","发展空间大,核心业务,牛人多,弹性工作","岗位职责：","成都-武侯区-西部智谷","2018-08-13 23:26:30"
"百灵鸟上海互联网事业部","算法工程师","35k-60k","上海 ","经验3-5年","本科及以上","全职","广告营销 | 视频 | 算法 | 搜索 | 数据挖掘","12:46  ","弹性工作制,带薪年假,五险一金,车补饭贴","职责描述：    ","上海-黄浦区-豫园-延安东路59号工商联大厦7F","2018-08-13 23:26:33"
