"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"茄子快传","高级NLP工程师","30k-60k","北京 ","经验5-10年","本科及以上","全职","算法 | 机器学习","2018-08-09  ","年终多薪,团队氛围好,六险一金,发展空间大","岗位职责：","北京-海淀区-西北旺-中关村软件园23号楼","2018-08-13 21:36:24"
"欢聚时代（YY Inc）AI技术部","NLP (MJ001238)","35k-65k","北京 ","经验3-5年","本科及以上","全职","NLP | 分类信息","09:29  ","技术氛围好,空间大,平台稳定,福利多多","目前团队成员均来自BAT，绝对重量级！","北京-海淀区-学院路-知春路7号致真大厦C座11层","2018-08-13 21:36:27"
"百分点应用研发部","自然语言处理（NLP）架构师","20k-40k","北京 ","经验3-5年","本科及以上","全职","大数据 | NLP | 算法 | 数据挖掘","3天前  ","技术氛围好,薪酬福利好,业务发展快,空间大","岗位职责：","北京-朝阳区-大屯-北辰西路8号院2号楼北辰世纪中心A座","2018-08-13 21:36:31"
"星环科技研发","自然语言处理算法工程师","18k-30k","上海 ","经验不限","硕士及以上","全职","金融 | 人工智能 | 机器学习 | 算法","3天前  ","核心开发 成长快 薪资福利待遇好",,"上海-徐汇区-田林-虹漕路88号","2018-08-13 21:36:34"
"美团点评广告平台","自然语言处理工程师（触发...","45k-60k","北京 ","经验3-5年","硕士及以上","全职","算法","2018-07-26  ","绩效奖金,带薪年假,补充医疗","工作职责：","北京-朝阳区-望京东路4号恒电大厦C座","2018-08-13 21:36:48"
"滴滴出行滴滴研究院","自然语言处理研发工程师-...","20k-40k","北京 ","经验不限","学历不限","全职","人工智能 | 机器学习","2018-08-09  ","高薪","岗位职责1. 从事人工智能、自然语言处理、语义理解等算法研究和系统研发。岗位要求：1. 本科及以上学位； 2. 熟悉机器学习相关算法；3. 熟悉常见自然语言处理算法，对于语义理解有经验者优先；4. 熟悉和掌握C/C＋＋ 和脚本语言编程(如Shell, Python, Perl, Lua等) ； 5. 具有良好的沟通能力，和良好的团队合作精神。","北京-海淀区-西北旺-东北旺西路8号院尚东数字山谷B区1号楼","2018-08-13 21:36:51"
"MT科技","自然语言处理算法工程师","20k-30k","北京 ","经验3-5年","本科及以上","全职","NLP","15:35  ","自然语言","职位描述：","北京-朝阳区-富顿中心","2018-08-13 21:36:54"
"橙鹰技术部","NLP算法专家","30k-50k","杭州 ","经验3-5年","本科及以上","全职","大数据 | 深度学习 | NLP | 算法","2018-08-06  ","带薪年假,五险一金,扁平管理,发展空间大","职位描述：","杭州-余杭区-仓前-良睦路999号乐佳国际4号楼","2018-08-13 21:36:57"
"百度度秘事业部","自然语言处理/机器学习算...","25k-50k","北京 ","经验不限","学历不限","全职","人工智能 | 机器学习 | 深度学习 | NLP","2018-07-26  ","团队氛围,免费班车,弹性工作","工作职责","北京-海淀区-西北旺-百度科技园","2018-08-13 21:37:00"
"触宝大数据事业群","自然语言处理高级工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","09:35  ","10亿用户,行业独角兽,股票期权,环境极客","工作职责：负责新一代触宝输入法的研发，通过NLP技术，实现对用户的多维度理解，提高输入效率，使输入法更加智能化。职位要求：1、 深刻掌握机器学习、自然语言处理、数理分析的基础理论，并有一定实战经验；2、 扎实的数学基础，良好的数学建模能力；3、 熟练掌握各种自然语言处理相关的机器学习模型，包括但不局限于（语言模型、MaxEnt、Plsa/lda，w2v，CNN/RNN）等；4、 掌握C/C++、PHP、Python、Shell等至少一门常用语言，熟悉数据结构和算法，并能够合理使用；5、 熟悉分布式/高性能计算系统，有hadoop、Spark、mpi等开发经验者优先；6、 熟练使用机器学习框架，TensorFlow，pytorch等；7、 对用户和产品有较好的理解与认知，有技术驱动产品经验者优先；8、 对ner、对话系统、翻译、搜索系统等某一领域有深入研究。","北京市-朝阳区-朝外-朝外soho","2018-08-13 21:37:04"
"鼎阅传媒人工智能","高级NLP自然语言处理工程师","35k-70k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | NLP | 算法","2018-08-09  ","文本处理,自然语言处,NLP","岗位职责：","北京-海淀区-西小口路66号东升科技园B6号楼A座8层","2018-08-13 21:37:07"
"共道科技机器智能部","AI产品专家-NLP方向","25k-45k","杭州 ","经验5-10年","本科及以上","全职","人工智能 | 机器学习 | NLP","13:55  ","阿里技术,业界大牛,行业前沿","岗位职责：","杭州-余杭区-仓前-良睦路999号乐佳国际大厦","2018-08-13 21:37:10"
"猎户星空","自然语言处理研发工程师","25k-50k","北京 ","经验不限","本科及以上","全职","大数据 | 算法 | 数据挖掘","2018-08-09  ","行业大牛，人工智能，前沿技术及产品","职位描述：","北京-朝阳区-团结湖-北京市朝阳区工体北路甲二号盈科中心裙房办公楼1-4层","2018-08-13 21:37:13"
"iPIN.com数据部","NLP研发工程师","15k-30k","深圳 ","经验3-5年","硕士及以上","全职","大数据","2018-08-03  ","世界级创新项目，与牛人并肩","岗位职责：1、中文自然语言处理的研发，包括海量数据挖掘、实体和实体关系抽取、n-gram分析、新词发现、热点发现、分词、句法分析、同义词、纠错等、知识库建设；2、应用机器学习、自然语言处理、分类聚类等技术，针对海量文本数据建模，挖掘潜在商业价值。","深圳-南山区-科技园-科苑北科兴科学园B3单元18楼","2018-08-13 21:37:17"
"跟谁学","算法工程师（NLP方向）","25k-50k","北京 ","经验3-5年","本科及以上","全职","教育 | 算法 | NLP","09:40  ","六险一金,带薪年假,餐补,定期体检","工作职责：","北京-海淀区-西北旺-西北旺东路10号院7号楼博彦科技西门跟谁学总部","2018-08-13 21:37:20"
"思必驰科技","高级自然语言处理工程师","20k-40k","苏州 ","经验5-10年","硕士及以上","全职","算法 | 机器学习","2018-08-08  ","明星企业，技术实力强，成长空间大。","职位描述1.研究自然语言处理领域的前沿技术,问答领域的算法研究2.负责问答系统工程化实现3.负责线上及平台问答服务维护和新功能开发职位要求1. 自然语言处理，模式识别，机器学习, 数据挖掘, 统计以及相关专业硕士以上学历(计算机,电子,通信,自动化)2. 熟悉Lua, Python,Linux SHELL有过相关项目/开发经验, 熟练使用linux系统3. 有自然语言理解和短文本分类工作经验4. 问答系统,人机对话项目经验5. 良好的沟通能力和组织协调能力,优秀的分析问题和解决问题的能力","苏州-工业园区-新平街388号腾飞创新园14号楼","2018-08-13 21:37:24"
"小米人工智能与云平台","智能问答算法工程师-NLP/...","25k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | 搜索 | NLP","3天前  ","期权激励,扁平管理,牛人多,平台大","岗位职责：","北京-海淀区-清河-海淀区科技原大厦","2018-08-13 21:37:26"
"网易","NLP自然语言处理工程师","30k-50k","北京 ","经验1-3年","本科及以上","全职","人工智能 | NLP | 移动互联网","2018-08-08  ","三餐全包,年底双薪,免费班车,不加班","岗位描述","北京-海淀区-西北旺-网易大厦","2018-08-13 21:37:30"
"小满科技研发部","AI工程师（自然语言处理NLP）","25k-45k","深圳 ","经验3-5年","硕士及以上","全职","企业服务 | NLP | 算法","2018-08-08  ","有晋升,老板好,发展快","如果你想找的不仅仅是一份工作，而是一份事业，请一定不要错过小满科技；","深圳-南山区-科技园-深南大道9678号大冲商务中心B座14层","2018-08-13 21:37:33"
"美团点评","资深自然语言处理工程师（NLP）","25k-50k","上海 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘","09:52  ","精英团队","职责描述：","上海-长宁区-安化路492号易园","2018-08-13 21:37:48"
"融汇技术部","数据挖掘/自然语言处理工程师","15k-30k","北京 ","经验不限","硕士及以上","全职","NLP | 算法 | 数据挖掘","2018-07-30  ","出国学习,专业培训,奖金,7险一金","数据挖掘/自然语言处理工程师 ","北京-海淀区-公主坟-复兴路21号海育大厦7层","2018-08-13 21:37:51"
"瓜子二手车直卖网","自然语言处理工程师/专家","20k-40k","北京 ","经验1-3年","本科及以上","全职","人工智能 | NLP | 算法","2018-07-24  ","技术挑战多,技术氛围好,发展空间大","岗位职责：    ","北京-海淀区-上地-软件园南路57号八维研修学院5号科技楼","2018-08-13 21:37:54"
"Woobo产品技术","NLP工程师","25k-50k","北京 ","经验不限","学历不限","全职","人工智能 | 机器学习 | NLP | 算法","10:34  ","精英团队,福利丰厚,独角兽公司,人性化管理","岗位职责：1、负责公司核心项目功能开发、BUG修复及日常维护；2、依据公司产品设计完成产品功能模块的编程开发。","北京-海淀区-五道口-宇宙中心五道口复式大别墅","2018-08-13 21:37:57"
"最右推荐组","自然语言处理算法工程师","40k-70k","北京 ","经验3-5年","本科及以上","全职","游戏 | 社交 | 机器学习 | NLP","09:50  ","成长空间大,高薪高股,大牛云集,不打卡","职责:1.为推荐、搜索、UGC等互动产品等功能设计和实现高质量的基础特征（Category, Topic,  Entity等）;2.对用户以及用户的反馈（动作、评论）建模，快速定位问题与收集数据，设计解决方案，提升推荐产品体验。要求：  1.具备强悍的编码能力，有扎实的数据结构和算法功底   2.熟悉Linux开发环境，熟悉Python/Java/C++语言   3.熟悉自然语言处理常见算法与模型（语言模型、MaxEnt/CRF, pLSA/LDA, w2v, CNN/RNN等）   4.参与或主导过NLP项目（如中文分词、文本分类、文本聚类） ","北京-海淀区-学院路-泰兴大厦407","2018-08-13 21:38:00"
"虎博科技技术部","NLP自然语言处理工程师","18k-36k","上海 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | NLP | 算法","3天前  ","硅谷大牛,股权激励,绩效奖金,极客氛围","职位职责","上海-长宁区-镇宁路-愚园路753号E栋802室","2018-08-13 21:38:03"
"OPPOOS中心","NLP领域专家","30k-60k","北京 ","经验3-5年","本科及以上","全职","机器学习 | NLP | 算法","2018-08-01  ","亿级用户,高速发展,组织氛围好,给力薪酬","岗位职责:","北京-朝阳区-甜水园-骏豪中央公园广场","2018-08-13 21:38:06"
"顺网科技顺网科技","算法工程师（NLP方向）","15k-30k","杭州 ","经验3-5年","硕士及以上","全职","机器学习 | NLP | 算法","2018-07-16  ","上市公司,大数据,自然语言,机器学习","工作职责：","杭州-西湖区-文一西路857号杭州智慧产业创业园A座","2018-08-13 21:38:09"
"智清金科","NLP算法工程师","25k-50k","北京 ","经验1-3年","硕士及以上","全职","大数据 | 征信 | NLP | 数据挖掘 | 数据分析","13:32  ","领导好,待遇佳,发展空间","岗位职责","北京-海淀区-中关村-苏州街18号院长远天地大厦B2座18层","2018-08-13 21:38:12"
"华图在线技术部","NLP开发工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 算法","11:48  ","薪资高,空间大,团队佳,美女多","职责：","北京-海淀区-西北旺-西北旺东路互联网创新中心504室","2018-08-13 21:38:15"
"百望","NLP算法专家","30k-50k","北京 ","经验3-5年","本科及以上","全职","NLP | 建模 | 人工智能","09:36  ","独角兽,年终多薪,氛围好,环境好","岗位职责：","北京-海淀区-马连洼-北京市海淀区马连洼北路亿城国际中心7层","2018-08-13 21:38:18"
"爱奇艺技术产品中心","自然语言处理/机器学习研究员","30k-60k","北京 ","经验3-5年","本科及以上","全职","大数据 | 机器学习 | 算法","15:38  ","技术氛围好、海量数据和请求、前景光明","#岗位职责#","北京-海淀区-中关村-海淀北一街2号爱奇艺创新大厦","2018-08-13 21:38:22"
"捷通华声","自然语言处理算法专家（NLP）","40k-80k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | NLP | 算法","10:28  ","福利待遇好，有发展前景，半年调薪","岗位职责：1、负责灵云智能语义相关核心技术算法研究与引擎产品化等开发工作；2、利用Deep Learning和NLP技术完成文本语义分析、用户意图理解、文本挖掘等模块的研发，将研发成果应用到机器人系统中，提升准确率；3、有效带领技术团队，建立并完善公司各项研发规范及流程；4、培养下属成员，提高团队整体专业技能。任职要求：  1.学历要求：    -毕业统招硕士以上学历，博士优先；   2.能力要求：    -至少熟悉智能问答/数据分析/输入法/语言模型/机器翻译等中的一项相关算法及实现原理，有相关五年以上工作经验或者实验室经验；    -有LR/GMM/SVM/CRF/MaxEnt/HMM/LDA/DNN/CNN/RNN的研究背景，熟练掌握CUDA编程；    -熟练掌握Python/Matlab/C++，能够无障碍阅读英文论文；    -能够在TensorFlow/Torch/Theano/Keras/Mxnet/Currennt上开展实验；    -能够对接智能问答/数据分析/输入法/语言模型/机器翻译算法研究成果，能够对智能问答/数据分析/输入法/语言模型/机器翻译算法进行工程实现和优化；    -对算法有深入了解，对工程优化有丰富经验；    -有团队管理经验。   ","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 21:38:25"
"金灯台信息绿谷人工智能中心","nlp自然语言处理","25K-50K","上海 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | NLP","2018-08-07  ","平台大，牛人多，福利好","1、负责中医药病历文献数据收集整理分析，对多种数据源进行数据抽取、集成、清洗、转换等；","上海-浦东新区-张江-科苑路151号","2018-08-13 21:38:28"
"触宝大数据事业部","自然语言处理高级工程师（...","40k-70k","上海 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | NLP","09:35  ","15亿用户,行业独角兽,技术驱动,发展空间大","工作职责：负责新一代触宝输入法的研发，通过NLP技术，实现对用户的多维度理解，提高输入效率，使输入法更加智能化。职位要求：1、 深刻掌握机器学习、自然语言处理、数理分析的基础理论，并有一定实战经验；2、 扎实的数学基础，良好的数学建模能力；3、 熟练掌握各种自然语言处理相关的机器学习模型，包括但不局限于（语言模型、MaxEnt、Plsa/lda，w2v，CNN/RNN）等；4、 掌握C/C++、PHP、Python、Shell等至少一门常用语言，熟悉数据结构和算法，并能够合理使用；5、 熟悉分布式/高性能计算系统，有hadoop、Spark、mpi等开发经验者优先；6、 熟练使用机器学习框架，TensorFlow，pytorch等；7、 对用户和产品有较好的理解与认知，有技术驱动产品经验者优先；8、 对ner、对话系统、翻译、搜索系统等某一领域有深入研究。","上海-徐汇区-虹梅路2007号7号楼","2018-08-13 21:38:32"
"美团点评酒旅","自然语言处理（资深 或 专家）","35k-50k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | NLP | 算法","1天前  ","超值期权,带薪年假,补充商险,大牛团队","职位描述：","北京-朝阳区-望京-望京","2018-08-13 21:38:46"
"和美信息人工智能事业部","自然语言处理工程师","20k-30k","深圳 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘","2018-08-08  ","人工智能,机器人,银行","岗位职责：","深圳市-南山区-深圳湾-深圳湾科技生态园一区一期","2018-08-13 21:38:49"
"拼多多","NLP高级工程师","25k-50k","上海 ","经验3-5年","本科及以上","全职","NLP | 算法","2018-08-08  ","发展快,薪资给力,包三餐,上市公司","岗位职责： 1、负责海量长短文本的语义聚类，分类，不断提升业务应用的准确度和覆盖度；2、负责长短文本的情感分类，意见挖掘和舆情分析；3、创建数亿用户级别的领域画像。","上海-长宁区-娄山关路533号金虹桥国际中心","2018-08-13 21:38:52"
"触宝全球化业务群","自然语言处理研发工程师","20k-40k","上海 ","经验3-5年","本科及以上","全职","NLP","10:14  ","11亿用户,行业独角兽,海外领先",,"上海-徐汇区-漕宝路-虹梅路2007号7号楼","2018-08-13 21:38:55"
"美图公司大数据与AI","算法&nlp工程师--北京","20k-40k","北京 ","经验3-5年","学历不限","全职","NLP | 搜索 | 算法","2018-07-31  ","千万级用户,大数据平台,发展空间大","岗位职责:1.参与公司视频和电商场景的搜索算法研发，基于用户行为及海量数据，利用机器学习，深度学习和nlp技术，优化用户搜索场景体验。2.负责搜索相关性，排序模型，查询理解，个性化排序等搜索相关场景优化","北京-海淀区-五道口优盛大厦D座19层","2018-08-13 21:39:00"
"茄子快传","NLP工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 搜索 | NLP | 算法","2018-08-09  ","年终多薪,团队氛围好,六险一金,发展空间大","岗位职责：","北京-海淀区-西北旺-中关村软件园23号楼","2018-08-13 21:39:03"
"唯理科技人工智能开发","NLP-自然语言处理工程师","15k-20k","武汉 ","经验1-3年","硕士及以上","全职","NLP | 数据挖掘 | 数据分析","2018-07-30  ","最新技术,与高校合作","职位诱惑：","武汉-东湖新技术开发区-华工科技园创新基地17号楼306","2018-08-13 21:39:06"
"深思考人工智能机器人AI算法部","高级自然语言处理算法工程师","25k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | NLP | 算法","09:56  ","纯AI公司,发展平台,公司重点,丰厚奖金","岗位职责：","北京-海淀区-上地-上地信息路12号中关村发展大厦B座203","2018-08-13 21:39:09"
,,,,,,,,,,,,"2018-08-13 21:39:11"
"艾漫数据","自然语言处理","15k-30k","北京 ","经验1-3年","硕士及以上","全职","大数据 | NLP | 算法 | 数据挖掘","1天前  ","上市公司,互联网大数,技术大牛,良好薪资","自然语言处理","北京-朝阳区-酒仙桥-酒仙桥北路甲10号电子城IT产业园201号楼E门2层","2018-08-13 21:39:14"
"大数医达研发","NLP","25k-45k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | NLP | 医疗健康 | 大数据","1天前  ","双休年终奖,五险一金,试用期全薪,两餐补贴","岗位职责：","北京-海淀区-西二旗-中关村软件园孵化器1号楼","2018-08-13 21:39:17"
"达闼科技NLP(CN)","数据工程师(NLP)","17k-34k","北京 ","经验3-5年","本科及以上","全职","数据处理 | Java | NLP","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳","岗位要求：","北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 21:39:20"
"觉晓教育产品研发部","自然语言处理工程师","10k-20k","重庆 ","经验1-3年","硕士及以上","全职","数据挖掘 | 算法","2018-07-26  ","高薪,千平现代化,五险一金,30天年假","工作职责：","重庆-渝北区-宝圣大道西正街A座17楼觉晓教育","2018-08-13 21:39:24"
"比特大陆","NLP算法工程师-深圳-01297","18k-35k","深圳 ","经验1-3年","硕士及以上","全职","大数据 | 机器学习 | NLP | 计算机视觉 | 图像处理","2018-07-24  ","弹性工作,年底双薪,丰厚福利,极佳环境","岗位职责：","深圳-南山区-科技园-尚美科技大厦","2018-08-13 21:39:27"
"最右技术部","自然语言处理算法工程师","40k-70k","北京 ","经验3-5年","本科及以上","全职","算法","20:20  ","高薪高股,六险一金,房补,提供三餐"," ","北京-海淀区-花园东路11号泰兴大厦407","2018-08-13 21:39:30"
"美团点评","NLP算法专家","40k-70k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 语音识别","13:49  ","核心项目,AI团队","工作职责:-参与语音对话系统、智能问答系统的研发，探索非结构化文本理解，知识抽取，对话决策，意图识别等技术问题的实用化解决方案-结合业务场景，应用NLP/ML等技术解决实际问题。能力要求:-具有NLP或者机器学习方面至少两年以上实践经验，熟悉TensorFlow等机器学习框架-熟悉Word2Vec,RNN,CNN,LSTM,Sequence2Sequence等模型及应用者优先-有对话系统、搜索、推荐等相关工作经验者优先-良好的编程能力，熟练掌握Java或C/C++语言，对数据结构和算法设计有较深理解-具备很好的分析和解决问题的能力-热爱创新并以产品为导向","北京-朝阳区-望京-望京东路4号恒电大厦C座","2018-08-13 21:39:45"
"wlaike","NLP算法工程师","30k-60k","广州 ","经验5-10年","本科及以上","全职","NLP","09:47  ","超高分红,诱人薪资,股票分红,高额补贴","岗位职责：                                          ","广州-天河区-员村-羊城创意软件园101","2018-08-13 21:39:51"
"大宇无限研发部","NLP 工程师","22k-35k","深圳 ","经验1-3年","本科及以上","全职","大数据 | 机器学习 | NLP | 算法","2018-07-31  ","工程师文化,高期权回报,业务发展快,六险一金","工作职责：","深圳-南山区-科技园比克科技大厦","2018-08-13 21:39:54"
"虎彩数据中心","NLP算法工程师","15k-25k","广州 ","经验5-10年","本科及以上","全职","人工智能 | 机器学习 | NLP | 算法","08:15  ","五险一金,年终分红,带薪年假,公费旅游","岗位职责：","广州-天河区-棠下-棠下荷光路江韵大厦","2018-08-13 21:39:58"
"奇点云技术部","算法工程师（NLP方向）","25k-50k","杭州 ","经验3-5年","硕士及以上","全职","人工智能 | NLP","2018-08-09  ","不打卡,带薪年假,定期体检,股票期权","工作地点：杭州","杭州-余杭区-杭州余杭区仓前街道仓兴街1号23幢","2018-08-13 21:40:01"
"NuanceR&D","自然语言处理研发软件工程师","12k-20k","成都 ","经验应届毕业生","硕士及以上","全职","Java | NLP","2018-07-25  ","自然语言,人工智能,NLP","Job Description: NLU Research Engineer","成都-高新区-天府大道北段成都银泰中心1199号2栋21楼纽昂司有限公司","2018-08-13 21:40:04"
"跟谁学","NLP算法工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 算法","3天前  ","弹性工作,六险一金,餐补饭补,带薪年假","工作职责：","北京-海淀区-西北旺-西北旺东路10号院7号楼博彦科技西门跟谁学总部","2018-08-13 21:40:08"
"橙瓜技术部","NLP自然语言处理专家","15k-30k","杭州 ","经验3-5年","本科及以上","全职","移动互联网 | NLP | 人工智能 | 算法","2018-07-31  ","五险一金,扁平管理,弹性工作,带薪年假","职位描述：","杭州-滨江区-浦沿-亚科中心A座1702-1704","2018-08-13 21:40:11"
"粉笔网粉笔","粉笔科技NLP 研发工程师","30k-60k","北京 ","经验3-5年","硕士及以上","全职","教育 | 移动互联网 | 机器学习 | NLP | 算法","10:28  ","高薪,弹性工作","工作职责：  中文/英文写作批改相关   职位要求：  1. 计算机或数学专业研究生及以上学历2. 掌握自然语言处理领域的基础理论和方法 3. 熟悉机器学习领域基本算法  4. 开发及学习能力强，且有不错的数学基础    有以下经验者优先：  -大规模推荐系统的研发经验。  -深度学习算法优化理论的研究经验。  -对分词，关键词提取，命名实体识别，文本分类，主题分析，情感分析等有相关经验者优先。  ","北京-朝阳区-望京-望京sohoT3-B区27层","2018-08-13 21:40:14"
"久久基因技术","自然语言处理工程师","20k-30k","杭州 ","经验1-3年","硕士及以上","全职","NLP | 算法 | 数据挖掘","2018-08-09  ","团队好,行业前景好,晋升机会,五险一金","【岗位职责】：","杭州-滨江区-西兴-阡陌路459号聚光中心B座10F","2018-08-13 21:40:18"
"快手研发部","NLP算法工程师","30k-50k","北京 ","经验1-3年","本科及以上","全职","NLP","2018-08-07  ","弹性工作,股票期权,精英团队,千万级用户","1、负责快手短视频搜索query分析及语义理解工作2、负责快手多个业务领域的UGC内容挖掘，用户标签构建以及知识图谱构建3、负责自然语言处理基础模块及知识体系的建设","北京-海淀区-北京海淀","2018-08-13 21:40:21"
"精真估数据部","自然语言处理（NLP）高级专家","30k-50k","北京 ","经验3-5年","硕士及以上","全职","NLP | 数据挖掘","2018-08-06  ","绩效奖金,五险一金,带薪休假,旅游团建","自然语言处理（NLP）高级专家","北京-海淀区-苏州街-苏州街16号神州数码大厦3层","2018-08-13 21:40:24"
"志诺维思大数据部","算法工程师（自然语言处理...","15k-30k","北京 ","经验1-3年","硕士及以上","全职","医疗健康 | 机器学习 | NLP | 算法","14:30  ","绩效奖金,五险一金,发展空间大,扁平管理","岗位职责：","北京-海淀区-北京大学-北四环西路67号中关村国际创新大厦","2018-08-13 21:40:27"
"广州荔枝网络有限公司","NLP算法工程师","10k-20k","广州 ","经验不限","本科及以上","全职","NLP | 算法","09:40  ","互联网大牛,发展前景好,扁平化管理","工作职责","广州-越秀区-环市东-环市东路331号广东电视中心二期新大楼2楼","2018-08-13 21:40:34"
"金融界技术中心","自然语言处理工程师","20k-30k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 深度学习 | NLP","2018-08-09  ","上市公司,六险一金,弹性工作,高薪等你来","岗位职责1. 参与财经文本分类，财经情感面预测和舆情监控；2. 参与query改写和解析工作；3. 参与文本聚类，热点主题和事件的挖掘工作；4. 财经实体识别，新词和同义词发现；5. 参与产业链挖掘，知识图谱的构建等工作；岗位要求1. 计算机或机器学习相关专业本科及以上学历，2年以上自然语言处理相关工作经验；2. 熟悉传统机器学习的经典模型和理论，熟悉自然语言处理相关的理论；3. 有较强的算法基础和python编程能力，熟悉flask等框架；4. 有较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识；5. 自我驱动能力强，良好的抗压能力和学习能力；","北京-西城区-菜市口-宣武门富卓大厦A座","2018-08-13 21:40:37"
"美团点评技术部","AI应用_NLP/NLU算法专家_...","30k-54k","北京 ","经验5-10年","硕士及以上","全职","NLP | 算法","15:23  ","大牛云集,前沿技术,人工智能","工作职责:","北京-朝阳区-望京-望京国际研发园","2018-08-13 21:40:52"
"新译NLP 部","自然语言处理高级研发工程师","25k-40k","北京 ","经验3-5年","硕士及以上","全职","云计算 | 大数据 | 语音识别 | 算法 | 数据挖掘 | NLP","2018-08-07  ","领导nic,六险一金,绩效奖金,带薪年假","岗位职责：","北京-朝阳区-望京绿地中心B座","2018-08-13 21:40:55"
"多维树","自然语言处理工程师（初级）","10k-20k","厦门 ","经验不限","硕士及以上","全职","NLP | 算法 | 数据分析","2018-08-06  ","行业潜力,技术前沿,弹性工作,年底双薪","岗位职责：","厦门-思明区-观日路30号之四404","2018-08-13 21:40:58"
"滴滴出行AI LABS","NLP 算法工程师","20k-40k","北京 ","经验3-5年","硕士及以上","全职","移动互联网 | 机器学习 | 深度学习 | NLP | 算法","3天前  ","团队氛围好,技术大牛多,弹性工时,福利好","工作职责：         ","北京-海淀区-西北旺-中关村软件园19号楼钻石大厦B座","2018-08-13 21:41:01"
"小米智能问答组","NLP/搜索/知识图谱-智能问答","25k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 搜索 | NLP | 算法","3天前  ","精英团队,人工智能,期权激励,扁平文化","岗位职责：","北京-海淀区-清河-安宁庄东路72号科利源大厦","2018-08-13 21:41:04"
"人民在线语义挖掘部","自然语言处理研发工程师","25k-40k","北京 ","经验5-10年","本科及以上","全职","NLP","2018-08-01  ","技术大牛,平台广,空间大,技术氛围好","岗位职责：","北京-朝阳区-大望路-金台西路2号人民日报社新媒体大楼17层","2018-08-13 21:41:07"
"康夫子技术部","自然语言处理 \机器学习\...","25k-35k","北京 ","经验3-5年","本科及以上","全职","医疗健康 | NLP | 算法 | 数据挖掘","16:24  ","技术大牛多,公司氛围好,15.5薪,七险一金","岗位职能：","北京-西城区-西直门-成铭大厦C座1603","2018-08-13 21:41:10"
"紫平方","自然语言处理工程师","15k-25k","成都 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","14:12  ","五险,周末双休,项目奖金","岗位职责：1、自然语言处理（自动分类/标签/摘要等)； 2、语义理解与知识库、知识图谱建设，服务内容行业智能策略；3、搜索与推荐场景下的查询处理策略。","成都-高新区-天府四街航兴国际2号1106","2018-08-13 21:41:13"
"思必驰科技","NLP算法研究员","15k-30k","苏州 ","经验3-5年","硕士及以上","全职","NLP","2018-08-08  ","人工智能","岗位要求：                                                                            1. 熟悉分词、实体识别等NLP工具和算法 ","苏州-工业园区-新平街388号腾飞创新园14号楼","2018-08-13 21:41:16"
"2345.com软件研发中心","​2345输入法 - 自然语言处...","20k-30k","上海 ","经验3-5年","本科及以上","全职","机器学习 | 算法","09:54  ","大用户产品,技术驱动,重点项目,空间大","产品：2345王牌拼音输入法","上海-浦东新区-张江-环科路555弄2号楼","2018-08-13 21:41:19"
"出门问问AI基础架构","NLP研发工程师","15k-25k","武汉 ","经验3-5年","硕士及以上","全职","算法 | 机器学习","2018-07-24  ","准独角兽,人工智能","职责定位：","武汉-东湖新技术开发区-保利国际中心30楼","2018-08-13 21:41:22"
"腾讯智能平台产品部","MIG15-自然语言处理研发工...","18k-36k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 算法","11:11  ","大平台,新领域,大咖多",,"北京-海淀区-北京大学-第三极大厦","2018-08-13 21:41:25"
"AKULAKU机器学习部门","NLP算法工程师","20k-40k","深圳 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | NLP | 算法","10:39  ","业务场景多,国际化团队,年终丰厚,发展空间大","岗位要求：","深圳-南山区-华中科技大学深圳产学研基地A座","2018-08-13 21:41:28"
